TransFactor	Target
ARNT	UPP1
ARNT	UQCC2
ARNT	UQCR11
ARNT	USP12
ARNT	USP32
ARNT	USP8
ARNT	VDAC2
ARNT	VPS13B
ARNT	VPS8
ARNT	WDR44
ARNT	WDR46
ARNT	WDR66
ARNT	WHSC1L1
ARNT	YPEL2
ARNT	ZBTB21
ARNT	ZBTB33
ARNT	ZBTB40
ARNT	ZC3H11A
ARNT	ZC3H4
ARNT	ZC3HAV1L
ARNT	ZFR
ARNT	ZMYM3
ARNT	ZNF135
ARNT	ZNF292
ARNT	ZNF317
ARNT	ZNF318
ARNT	ZNF354C
ARNT	ZNF417
ARNT	ZNF460
ARNT	ZNF587
ARNT	ZNF800
ARNT	ZNF813
ARNT	ZNHIT1
ARNT	ZZZ3
ARNT2	ACADSB
ARNT2	ACAP2
ARNT2	ACSS1
ARNT2	ACTB
ARNT2	ACVR2B
ARNT2	ADD3
ARNT2	ADK
ARNT2	ADM2
ARNT2	ADORA1
ARNT2	AFF2
ARNT2	AGAP1
ARNT2	AGTRAP
ARNT2	AIRE
ARNT2	AKAP1
ARNT2	AKAP12
ARNT2	ANKH
ARNT2	ANKRD6
ARNT2	ANXA6
ARNT2	ARMCX6
ARNT2	ARPC2
ARNT2	ARSB
ARNT2	ARSD
ARNT2	ART5
ARNT2	ATP6V1H
ARNT2	B4GALNT4
ARNT2	BAHD1
ARNT2	BAK1
ARNT2	BHLHB9
ARNT2	BID
ARNT2	BMI1
ARNT2	BOK
ARNT2	BZRAP1
ARNT2	C10orf99
ARNT2	C16orf45
ARNT2	C16orf72
ARNT2	C1orf198
ARNT2	C20orf96
ARNT2	C2orf15
ARNT2	C9orf116
ARNT2	C9orf85
ARNT2	CAB39
ARNT2	CACNA1B
ARNT2	CACNA1I
ARNT2	CACNB2
ARNT2	CBX5
ARNT2	CBX6
ARNT2	CCDC149
ARNT2	CCDC93
ARNT2	CD151
ARNT2	CDC20B
ARNT2	CDC37
ARNT2	CDH23
ARNT2	CDO1
ARNT2	CEL
ARNT2	CEP120
ARNT2	CEP170
ARNT2	CLCN4
ARNT2	CLDN11
ARNT2	CNNM1
ARNT2	CNNM3
ARNT2	COLEC11
ARNT2	COLEC12
ARNT2	COMMD8
ARNT2	CPEB1
ARNT2	CREB3L4
ARNT2	CRHR1
ARNT2	CRIP3
ARNT2	CRTC3
ARNT2	CYP1B1
ARNT2	CYP20A1
ARNT2	DCAF7
ARNT2	DCHS2
ARNT2	DCLK2
ARNT2	DDAH1
ARNT2	DENND5A
ARNT2	DERL3
ARNT2	DFFB
ARNT2	DGKE
ARNT2	DHX40
ARNT2	DMRTA2
ARNT2	DNMT3A
ARNT2	DOK1
ARNT2	DPF1
ARNT2	DRAP1
ARNT2	DUSP7
ARNT2	DYM
ARNT2	DYRK1B
ARNT2	EBNA1BP2
ARNT2	EFCAB13
ARNT2	EIF3M
ARNT2	EIF4A1
ARNT2	EIF4E
ARNT2	ELF2
ARNT2	ELL2
ARNT2	ELMO1
ARNT2	ENDOD1
ARNT2	ENO1
ARNT2	ENOX1
ARNT2	ENPP5
ARNT2	ETV1
ARNT2	ETV6
ARNT2	FABP5
ARNT2	FAHD1
ARNT2	FAM131B
ARNT2	FAM168B
ARNT2	FAM46B
ARNT2	FAM47E
ARNT2	FAM71E1
ARNT2	FAM83H
ARNT2	FBN3
ARNT2	FGF14
ARNT2	FGF18
ARNT2	FOSL1
ARNT2	FOXD3
ARNT2	FOXRED2
ARNT2	FSCN1
ARNT2	FZD7
ARNT2	GATAD2B
ARNT2	GATB
ARNT2	GGA2
ARNT2	GLB1L2
ARNT2	GLIS2
ARNT2	GLRB
ARNT2	GPR137C
ARNT2	GPR161
ARNT2	GPRASP1
ARNT2	GPRASP2
ARNT2	GRIK4
ARNT2	GUCY1A3
ARNT2	GUK1
ARNT2	HECW2
ARNT2	HHAT
ARNT2	HHIPL1
ARNT2	HLCS
ARNT2	HOMER3
ARNT2	HOXB13
ARNT2	HOXC13
ARNT2	HRAS
ARNT2	ICA1
ARNT2	ICOSLG
ARNT2	IL24
ARNT2	IL34
ARNT2	IL4R
ARNT2	INF2
ARNT2	INSR
ARNT2	IRAK3
ARNT2	IRF2BP1
ARNT2	ISLR2
ARNT2	ITGA3
ARNT2	ITGA8
ARNT2	ITM2C
ARNT2	ITPKA
ARNT2	KCNH1
ARNT2	KCNH2
ARNT2	KCNH8
ARNT2	KCNMB3
ARNT2	KCTD3
ARNT2	KCTD7
ARNT2	KIAA1024
ARNT2	KIAA1328
ARNT2	KIF1A
ARNT2	KIF25
ARNT2	KLHL11
ARNT2	KLHL12
ARNT2	KLHL42
ARNT2	LDOC1L
ARNT2	LHX1
ARNT2	LMAN1
ARNT2	LONRF1
ARNT2	LPIN2
