TransFactor	Target
ARID5B	NBEA
ARID5B	NBPF1
ARID5B	NCKAP1
ARID5B	NDUFA6
ARID5B	NDUFB7
ARID5B	NDUFC1
ARID5B	NDUFC2
ARID5B	NME2
ARID5B	NPAT
ARID5B	NSMCE1
ARID5B	PAFAH1B1
ARID5B	PAPOLA
ARID5B	PDCD6IP
ARID5B	PFDN5
ARID5B	PPIAL4G
ARID5B	PPIB
ARID5B	PPP1R15B
ARID5B	PPP4C
ARID5B	PRDX1
ARID5B	PRKAR1A
ARID5B	PSMB8
ARID5B	RABAC1
ARID5B	RABGAP1L
ARID5B	RAD23A
ARID5B	RASSF8
ARID5B	RBSN
ARID5B	RGL1
ARID5B	RHOU
ARID5B	RIF1
ARID5B	RNASEK
ARID5B	RUNX1T1
ARID5B	SAC3D1
ARID5B	SATB1
ARID5B	SEPP1
ARID5B	SEPT2
ARID5B	SF3B4
ARID5B	SH3BGRL2
ARID5B	SLC12A6
ARID5B	SLC4A5
ARID5B	SMAD2
ARID5B	SNRK
ARID5B	SNRNP35
ARID5B	SNRPD2
ARID5B	STON1
ARID5B	SYNE2
ARID5B	TAF1
ARID5B	TAF6L
ARID5B	TBC1D10C
ARID5B	TBC1D5
ARID5B	TCF4
ARID5B	TGFBRAP1
ARID5B	TMCC3
ARID5B	TMEM184C
ARID5B	TMEM30A
ARID5B	TMF1
ARID5B	TNIP2
ARID5B	TRAPPC3
ARID5B	TTC30B
ARID5B	UBE2J1
ARID5B	UBR1
ARID5B	UEVLD
ARID5B	UGT2A3
ARID5B	UQCC2
ARID5B	UQCC3
ARID5B	UTRN
ARID5B	WDPCP
ARID5B	YAP1
ARID5B	ZFP90
ARID5B	ZNF106
ARID5B	ZNF654
ARID5B	ZNF787
ARNT	ACAA1
ARNT	ACAP2
ARNT	ACVR2B
ARNT	ACY1
ARNT	ADAP1
ARNT	ADAR
ARNT	ADCY9
ARNT	AGTRAP
ARNT	AKAP10
ARNT	AKAP12
ARNT	AKR1A1
ARNT	AKT1S1
ARNT	ALDOA
ARNT	ALG1
ARNT	AMMECR1L
ARNT	ANKRD40
ARNT	ANKRD6
ARNT	AP2A2
ARNT	APBA1
ARNT	APC
ARNT	APEH
ARNT	ARFGEF2
ARNT	ARHGAP29
ARNT	ARHGEF10
ARNT	ARID2
ARNT	ARL2
ARNT	ARL6IP4
ARNT	ARMC6
ARNT	ASNA1
ARNT	ATAD3A
ARNT	ATF6
ARNT	ATF7IP
ARNT	ATP5D
ARNT	ATP5E
ARNT	ATP6V0B
ARNT	ATP6V1G1
ARNT	ATP6V1H
ARNT	ATP7A
ARNT	ATXN1L
ARNT	ATXN3
ARNT	B4GALT2
ARNT	B9D2
ARNT	BCL7C
ARNT	BCOR
ARNT	BID
ARNT	BLOC1S1
ARNT	BMPR1A
ARNT	BMPR2
ARNT	BRCA2
ARNT	BRI3
ARNT	BROX
ARNT	BSG
ARNT	BTBD7
ARNT	C12orf73
ARNT	C15orf61
ARNT	C19orf24
ARNT	C19orf25
ARNT	C19orf47
ARNT	C19orf48
ARNT	C19orf52
ARNT	C19orf54
ARNT	C19orf60
ARNT	C19orf70
ARNT	C19orf73
ARNT	C1QL1
ARNT	C1orf86
ARNT	C21orf59
ARNT	C7orf25
ARNT	C8G
ARNT	CAMSAP2
ARNT	CAPN7
ARNT	CBL
ARNT	CBR1
