TransFactor	Target
ATF2	MRPL54
ATF2	MRPL55
ATF2	MRPS11
ATF2	MRPS12
ATF2	MRPS15
ATF2	MRPS17
ATF2	MRPS21
ATF2	MRPS24
ATF2	MRPS25
ATF2	MRPS26
ATF2	MRPS34
ATF2	MTG1
ATF2	MTMR12
ATF2	MTMR6
ATF2	MTX1
ATF2	MVB12A
ATF2	MYCBP2
ATF2	MYEOV2
ATF2	MYL12B
ATF2	MYL6
ATF2	MYO9A
ATF2	MYSM1
ATF2	MZT2A
ATF2	MZT2B
ATF2	N4BP2
ATF2	NAA35
ATF2	NAA38
ATF2	NAF1
ATF2	NARFL
ATF2	NBEAL1
ATF2	NCAPD3
ATF2	NCK1
ATF2	NCLN
ATF2	NCOA2
ATF2	NCOA3
ATF2	NDUFA1
ATF2	NDUFA11
ATF2	NDUFA12
ATF2	NDUFA13
ATF2	NDUFA2
ATF2	NDUFA6
ATF2	NDUFA7
ATF2	NDUFAF3
ATF2	NDUFB1
ATF2	NDUFB10
ATF2	NDUFB11
ATF2	NDUFB2
ATF2	NDUFB6
ATF2	NDUFB7
ATF2	NDUFB9
ATF2	NDUFC1
ATF2	NDUFC2
ATF2	NDUFS1
ATF2	NDUFS3
ATF2	NDUFS5
ATF2	NDUFS7
ATF2	NDUFV2
ATF2	NEDD1
ATF2	NEDD8
ATF2	NEK1
ATF2	NEK4
ATF2	NEK7
ATF2	NEMF
ATF2	NEU3
ATF2	NF1
ATF2	NFAT5
ATF2	NFATC2
ATF2	NFXL1
ATF2	NHLRC2
ATF2	NHP2
ATF2	NHP2L1
ATF2	NIPA1
ATF2	NIPAL1
ATF2	NIPBL
ATF2	NKTR
ATF2	NMD3
ATF2	NME3
ATF2	NOC4L
ATF2	NOP10
ATF2	NOSIP
ATF2	NPAT
ATF2	NR2C2
ATF2	NR2F6
ATF2	NR3C1
ATF2	NSMCE1
ATF2	NTMT1
ATF2	NUBP2
ATF2	NUFIP2
ATF2	NUP153
ATF2	NUP155
ATF2	NUP160
ATF2	NUP205
ATF2	NUP98
ATF2	NUPL1
ATF2	NUTF2
ATF2	OAZ1
ATF2	OGFOD2
ATF2	ONECUT1
ATF2	OPA1
ATF2	ORC2
ATF2	ORMDL2
ATF2	OSBPL11
ATF2	OSBPL8
ATF2	OST4
ATF2	OTUD4
ATF2	OVCA2
ATF2	OXLD1
ATF2	OXR1
ATF2	OXSR1
ATF2	P2RY1
ATF2	PACSIN2
ATF2	PAF1
ATF2	PAFAH1B2
ATF2	PALB2
ATF2	PAM16
ATF2	PAPOLG
ATF2	PARL
ATF2	PARP4
ATF2	PATL1
ATF2	PBRM1
ATF2	PCF11
ATF2	PCNP
ATF2	PCNXL4
ATF2	PDCD6IP
ATF2	PDE12
ATF2	PDE3A
ATF2	PDF
ATF2	PDP2
ATF2	PDS5A
ATF2	PDS5B
ATF2	PDZD8
ATF2	PEAK1
ATF2	PEX1
ATF2	PEX16
ATF2	PEX26
ATF2	PFDN5
ATF2	PFN1
ATF2	PGLS
ATF2	PHACTR4
ATF2	PHC3
ATF2	PHF12
ATF2	PHF20
ATF2	PHPT1
ATF2	PIAS1
ATF2	PIAS2
ATF2	PICALM
ATF2	PIEZO2
ATF2	PIH1D1
ATF2	PIK3CA
