sample	StromalScore	ImmuneScore	ESTIMATEScore
TCGA-GM-A2DF-01	68.30598702	722.5087322	790.8147192
TCGA-GM-A2DH-01	-564.5158592	495.5146547	-69.00120446
TCGA-GM-A2DI-01	898.2713626	1652.618926	2550.890289
TCGA-GM-A2DK-01	423.4620262	-121.1824792	302.279547
TCGA-GM-A2DL-01	667.341409	-156.1392883	511.2021208
TCGA-GM-A2DM-01	-871.4508332	-244.3843597	-1115.835193
TCGA-GM-A2DN-01	78.4436481	873.1454434	951.5890915
TCGA-GM-A2DO-01	-261.3243892	2277.948394	2016.624005
TCGA-GM-A3NW-01	-476.2194912	-700.4206381	-1176.640129
TCGA-GM-A3NY-01	-323.8213012	-712.7147864	-1036.536088
TCGA-GM-A3XG-01	-559.0699741	-1187.460001	-1746.529975
TCGA-GM-A3XL-01	-1100.573033	332.5529176	-768.0201154
TCGA-GM-A3XN-01	789.161414	38.66698516	827.8283992
TCGA-GM-A4E0-01	1316.716334	1002.949281	2319.665615
TCGA-GM-A5PV-01	-1143.653	-485.4143784	-1629.067379
TCGA-GM-A5PX-01	496.1704849	-503.4303674	-7.259882526
TCGA-HN-A2NL-01	-1262.935661	-513.91135	-1776.847011
TCGA-HN-A2OB-01	885.9691914	-641.760877	244.2083144
TCGA-JL-A3YW-01	1012.371199	757.69182	1770.063019
TCGA-JL-A3YX-01	-549.918206	-1207.100252	-1757.018458
TCGA-LD-A66U-01	172.7748652	319.5750285	492.3498937
TCGA-LD-A74U-01	736.9491192	55.08295747	792.0320767
TCGA-LD-A7W5-01	246.1583434	856.0485563	1102.2069
TCGA-LD-A7W6-01	-158.8318915	-593.7458537	-752.5777452
TCGA-LD-A9QF-01	956.0421325	1779.036641	2735.078773
TCGA-LL-A440-01	1255.33994	706.2550823	1961.595022
TCGA-LL-A441-01	-37.10272586	1248.230324	1211.127598
TCGA-LL-A442-01	-741.2475818	-230.4914517	-971.7390335
TCGA-LL-A50Y-01	-491.0542796	-82.28534139	-573.339621
TCGA-LL-A5YL-01	-39.3964943	29.59247798	-9.80401632
TCGA-LL-A5YM-01	-373.7668991	-516.8768933	-890.6437924
TCGA-LL-A5YN-01	-246.2875998	1460.2325	1213.9449
TCGA-LL-A5YO-01	189.3067336	1992.685272	2181.992006
TCGA-LL-A5YP-01	602.0886056	-59.35695047	542.7316551
TCGA-LL-A6FP-01	-1664.149209	-1337.556716	-3001.705925
TCGA-LL-A6FQ-01	-538.88943	-373.7228929	-912.6123229
TCGA-LL-A6FR-01	-108.2730487	-590.5504918	-698.8235406
TCGA-LL-A73Y-01	289.6171062	46.70386884	336.3209751
TCGA-LL-A73Z-01	406.1788015	231.5319541	637.7107556
TCGA-LL-A740-01	486.6641196	-324.3237166	162.340403
TCGA-LL-A7SZ-01	28.2643421	1031.037577	1059.301919
TCGA-LL-A7T0-01	-528.8566309	-364.5704636	-893.4270945
TCGA-LL-A8F5-01	-568.7980152	-5.609849641	-574.4078649
TCGA-LL-A9Q3-01	-228.7335577	-150.7105796	-379.4441373
TCGA-LQ-A4E4-01	-551.1987978	-1352.156164	-1903.354962
TCGA-MS-A51U-01	417.6479395	-366.7234194	50.92452015
TCGA-OK-A5Q2-01	238.0081729	328.2344396	566.2426125
TCGA-OL-A5D6-01	528.9671409	-341.7927226	187.1744183
TCGA-OL-A5D7-01	-919.9272106	715.0533556	-204.873855
TCGA-OL-A5D8-01	-448.8968746	-498.7406725	-947.6375471
TCGA-OL-A5DA-01	-417.4021766	-659.8937901	-1077.295967
TCGA-OL-A5RU-01	-108.9652343	561.5979177	452.6326834
TCGA-OL-A5RV-01	-402.9183373	-1023.443948	-1426.362286
TCGA-OL-A5RW-01	-632.322733	-427.5542602	-1059.876993
TCGA-OL-A5RX-01	-257.1853775	-468.4078494	-725.5932269
TCGA-OL-A5RY-01	881.2397892	1395.131844	2276.371634
TCGA-OL-A5RZ-01	-1012.566692	-1254.596167	-2267.16286
TCGA-OL-A5S0-01	198.9288365	187.3134746	386.2423111
TCGA-OL-A66H-01	125.6193342	404.2013974	529.8207315
TCGA-OL-A66I-01	502.755208	1747.330441	2250.085649
TCGA-OL-A66J-01	366.8266779	-534.3830281	-167.5563502
TCGA-OL-A66K-01	140.7513831	-870.4539736	-729.7025906
TCGA-OL-A66L-01	450.3339408	289.316935	739.6508759
TCGA-OL-A66N-01	247.4047022	-36.13130047	211.2734017
TCGA-OL-A66O-01	-683.0162016	-1254.049386	-1937.065588
TCGA-OL-A66P-01	602.9367764	1877.046941	2479.983718
TCGA-OL-A6VO-01	-1016.906979	-587.0104995	-1603.917479
TCGA-OL-A6VQ-01	408.9711555	-325.2874704	83.68368514
TCGA-OL-A6VR-01	-1380.223724	-1275.275066	-2655.498789
TCGA-OL-A97C-01	293.3456758	-344.5348137	-51.18913786
TCGA-PE-A5DC-01	-496.4165063	-907.0034124	-1403.419919
TCGA-PE-A5DD-01	263.5594888	-188.5366677	75.02282111
TCGA-PE-A5DE-01	164.1784872	1625.4297	1789.608187
TCGA-PL-A8LV-01	-550.5224739	-99.57773581	-650.1002097
TCGA-PL-A8LX-01	-836.9907412	-595.1119745	-1432.102716
TCGA-PL-A8LY-01	-1036.535235	-855.4872088	-1892.022443
TCGA-PL-A8LZ-01	699.0305974	992.5873094	1691.617907
TCGA-S3-A6ZF-01	-231.267445	-262.1888166	-493.4562616
TCGA-S3-A6ZG-01	-386.9940667	-489.3578762	-876.3519428
TCGA-S3-A6ZH-01	-1015.064438	-801.6532742	-1816.717713
TCGA-S3-AA0Z-01	-583.9034659	110.4740404	-473.4294256
TCGA-S3-AA10-01	-214.8630665	1279.41946	1064.556394
TCGA-S3-AA11-01	-920.2072166	-1417.630918	-2337.838135
TCGA-S3-AA12-01	-919.1487907	-1201.608321	-2120.757111
TCGA-S3-AA14-01	329.36347	-954.3983943	-625.0349243
TCGA-S3-AA15-01	905.7295878	1475.01428	2380.743868
TCGA-S3-AA17-01	116.0907032	1361.054191	1477.144894
TCGA-UL-AAZ6-01	-1205.517318	-893.6316729	-2099.148991
TCGA-UU-A93S-01	-1295.898592	-533.5671303	-1829.465722
TCGA-V7-A7HQ-01	-246.6272658	-592.2917289	-838.9189947
TCGA-W8-A86G-01	-216.4504298	-1295.045205	-1511.495635
TCGA-WT-AB41-01	-218.98921	1328.786343	1109.797133
TCGA-WT-AB44-01	83.56950131	-423.7631827	-340.1936814
TCGA-XX-A899-01	819.1517481	858.6042727	1677.756021
TCGA-XX-A89A-01	1377.52147	696.6868756	2074.208345
TCGA-Z7-A8R5-01	81.40950972	463.6927625	545.1022723
TCGA-Z7-A8R6-01	-645.2473769	-808.0678855	-1453.315262
TCGA-09-2056-01	-1157.188789	-154.5949951	-1311.783784
TCGA-24-2036-01	-1355.610665	-1595.180771	-2950.791436
TCGA-N5-A4R8-01	-762.6422958	-2121.521669	-2884.163965
TCGA-N5-A4RA-01	-925.0725469	-1903.331671	-2828.404218
TCGA-N5-A4RD-01	-962.0363455	-1566.482645	-2528.51899
TCGA-N5-A4RF-01	114.3355241	-585.848712	-471.5131879
TCGA-N5-A4RJ-01	-469.593721	-1131.652067	-1601.245788
TCGA-N5-A4RM-01	-771.1897952	-1206.431065	-1977.62086
TCGA-N5-A4RN-01	-336.4470143	-1365.280545	-1701.72756
TCGA-N5-A4RO-01	-1322.284907	-1997.960069	-3320.244976
TCGA-N5-A4RS-01	-1510.044132	-1828.602299	-3338.646431
TCGA-N5-A4RT-01	-725.0318351	-1786.503254	-2511.535089
TCGA-N5-A4RU-01	-197.3062495	-1442.295508	-1639.601757
TCGA-N5-A4RV-01	-790.9072486	-981.4710757	-1772.378324
TCGA-N5-A59E-01	-251.7896416	-1519.204322	-1770.993964
TCGA-N5-A59F-01	-442.6183172	-558.5540497	-1001.172367
TCGA-N6-A4V9-01	-889.7952657	-1328.266565	-2218.061831
TCGA-N6-A4VC-01	-1968.391334	-1760.000803	-3728.392138
TCGA-N6-A4VD-01	-1436.671419	-773.971705	-2210.643124
TCGA-N6-A4VE-01	-299.1621233	-974.7428436	-1273.904967
TCGA-N6-A4VF-01	1149.545494	676.0687591	1825.614253
TCGA-N6-A4VG-01	-728.2443002	-996.6676844	-1724.911985
TCGA-N7-A4Y0-01	-1628.661376	-1600.495414	-3229.15679
TCGA-N7-A4Y5-01	-347.0347886	-1885.167056	-2232.201844
TCGA-N7-A4Y8-01	-1353.45928	-1608.824803	-2962.284083
TCGA-N7-A59B-01	-1353.11248	-356.0479511	-1709.160431
TCGA-N8-A4PI-01	-425.9462034	-873.2061535	-1299.152357
TCGA-N8-A4PL-01	-1089.021879	-1876.777918	-2965.799797
TCGA-N8-A4PM-01	-539.7014853	-1418.634419	-1958.335904
TCGA-N8-A4PN-01	-177.3147369	-1443.338977	-1620.653714
TCGA-N8-A4PO-01	152.6073233	-1208.199917	-1055.592593
TCGA-N8-A4PP-01	-505.9250852	-551.2021036	-1057.127189
TCGA-N8-A4PQ-01	390.0065337	-324.8335081	65.17302565
TCGA-N8-A56S-01	-447.0647107	-1856.930976	-2303.995687
TCGA-N9-A4PZ-01	-369.3365317	-1244.257388	-1613.593919
TCGA-N9-A4Q1-01	-528.9887377	-1434.205567	-1963.194304
TCGA-N9-A4Q3-01	-1166.397186	-1177.253837	-2343.651023
TCGA-N9-A4Q4-01	-496.6955293	-1558.81797	-2055.513499
TCGA-N9-A4Q7-01	-767.1345457	1541.236101	774.1015554
TCGA-N9-A4Q8-01	-1807.376986	-1662.599536	-3469.976523
TCGA-NA-A4QV-01	257.7686869	-1225.747317	-967.9786302
TCGA-NA-A4QW-01	-501.8369474	-1611.754354	-2113.591302
TCGA-NA-A4QX-01	226.5418139	-1104.610853	-878.0690391
TCGA-NA-A4QY-01	-547.9690888	-1261.164351	-1809.13344
TCGA-NA-A4R0-01	664.3319779	156.0068129	820.3387908
TCGA-NA-A4R1-01	-1475.253409	-2002.569009	-3477.822418
TCGA-NA-A5I1-01	125.1228281	-775.1232681	-650.00044
TCGA-ND-A4W6-01	542.5971345	330.2328107	872.8299452
TCGA-ND-A4WA-01	-907.52129	-1538.852205	-2446.373495
TCGA-ND-A4WC-01	-1279.489553	-771.3328202	-2050.822373
TCGA-ND-A4WF-01	-334.4948781	-1593.097407	-1927.592285
TCGA-NF-A4WU-01	-2120.264474	-1689.686292	-3809.950765
TCGA-NF-A4WX-01	-631.4344504	-1795.048658	-2426.483108
TCGA-NF-A4X2-01	-327.9252137	-845.2085772	-1173.133791
TCGA-NF-A5CP-01	452.5274283	-333.7210543	118.8063739
TCGA-NG-A4VU-01	-388.8791689	-1278.050597	-1666.929765
TCGA-NG-A4VW-01	-1343.575752	-1910.523279	-3254.099031
TCGA-QM-A5NM-01	-1429.864581	-1439.3048	-2869.169381
TCGA-QN-A5NN-01	94.67762696	-641.802145	-547.124518
TCGA-02-0047-01	-46.2855595	175.4511423	129.1655828
TCGA-02-0055-01	872.6529323	847.3844269	1720.037359
TCGA-02-2483-01	-682.7135455	-319.4827225	-1002.196268
TCGA-02-2485-01	-901.572048	-880.4713441	-1782.043392
TCGA-02-2486-01	-91.26831884	1206.096279	1114.82796
TCGA-06-0125-01	-862.2161902	-1002.263653	-1864.479843
TCGA-06-0125-02	-175.314353	-318.7779396	-494.0922927
TCGA-06-0129-01	-909.7139298	330.6230392	-579.0908905
TCGA-06-0130-01	972.0512458	1684.680983	2656.732229
TCGA-06-0132-01	360.7210541	1028.109144	1388.830199
TCGA-06-0138-01	53.35678493	447.3129916	500.6697765
TCGA-06-0141-01	309.3764367	1030.955876	1340.332313
TCGA-06-0152-02	-241.2441232	505.0392164	263.7950932
TCGA-06-0156-01	-245.0937434	186.3933596	-58.70038377
TCGA-06-0156-01-1	-274.8268097	251.3286262	-23.49818356
TCGA-06-0157-01	-215.9226024	-208.2778775	-424.2004799
TCGA-06-0158-01	-547.8755759	70.81806907	-477.0575068
TCGA-06-0168-01	169.6118892	519.7469969	689.3588861
TCGA-06-0171-02	1208.770178	1975.625885	3184.396063
TCGA-06-0174-01	-970.8346573	-948.4574007	-1919.292058
TCGA-06-0178-01	-619.1614442	38.02202118	-581.139423
TCGA-06-0184-01	21.73033317	818.1471308	839.877464
TCGA-06-0187-01	-524.9453091	9.632433829	-515.3128752
TCGA-06-0190-01	441.8247387	578.4751834	1020.299922
TCGA-06-0190-02	1126.141512	950.163596	2076.305108
TCGA-06-0210-01	-402.1234853	512.1635306	110.0400453
TCGA-06-0210-02	235.6797781	862.5760792	1098.255857
TCGA-06-0211-01	-184.1310273	263.3239722	79.19294496
TCGA-06-0211-01-1	-910.0176291	-656.281499	-1566.299128
TCGA-06-0211-02	31.07996851	556.1997273	587.2796958
TCGA-06-0219-01	-709.240388	-19.64678062	-728.8871686
TCGA-06-0221-02	-1068.514048	-1508.250481	-2576.764529
TCGA-06-0238-01	-471.2619478	181.7837197	-289.4782281
TCGA-06-0644-01	372.6021176	407.4116403	780.0137579
TCGA-06-0645-01	468.4550535	1220.803065	1689.258119
TCGA-06-0646-01	-153.6362948	380.8754659	227.2391712
TCGA-06-0649-01	259.0587297	543.601013	802.6597427
TCGA-06-0686-01	-800.755252	-505.2426698	-1305.997922
TCGA-06-0743-01	-639.8218272	-390.0570643	-1029.878892
TCGA-06-0744-01	-1033.010441	-725.1892837	-1758.199725
TCGA-06-0745-01	-409.8587278	32.85029224	-377.0084355
TCGA-06-0747-01	-1351.156951	-935.8041465	-2286.961097
TCGA-06-0749-01	-650.1110638	357.9729401	-292.1381236
TCGA-06-0750-01	60.44906688	206.1959877	266.6450546
TCGA-06-0878-01	-162.0027048	278.8150052	116.8123005
TCGA-06-0882-01	-176.4049107	503.828655	327.4237443
TCGA-06-1804-01	-731.5879604	-728.8087823	-1460.396743
TCGA-06-2557-01	-130.0659177	888.1358036	758.0698859
TCGA-06-2558-01	-363.6244714	-396.1758167	-759.800288
TCGA-06-2559-01	-677.8497898	-493.7697106	-1171.6195
TCGA-06-2561-01	-420.481342	424.4466162	3.965274241
TCGA-06-2562-01	-228.088644	3.654065521	-224.4345784
TCGA-06-2563-01	-684.3987955	-569.0871669	-1253.485962
TCGA-06-2564-01	-417.9855568	-41.32387249	-459.3094293
TCGA-06-2565-01	-864.4276636	-641.0785221	-1505.506186
TCGA-06-2567-01	-282.0326177	267.6248718	-14.4077459
TCGA-06-2569-01	-274.2432432	-1770.864764	-2045.108007
TCGA-06-2570-01	-460.5001189	124.6474116	-335.8527073
TCGA-06-5408-01	-740.5554421	-616.9139008	-1357.469343
TCGA-06-5410-01	812.3368971	1864.96908	2677.305977
TCGA-06-5411-01	-558.419426	-370.2725459	-928.6919719
TCGA-06-5412-01	527.5772779	1115.389049	1642.966326
TCGA-06-5413-01	147.5945666	174.1781329	321.7726995
TCGA-06-5414-01	-499.5884225	383.3057468	-116.2826756
TCGA-06-5415-01	-971.3376317	-967.1552229	-1938.492855
TCGA-06-5416-01	-1574.165822	-1401.363845	-2975.529667
TCGA-06-5417-01	-1197.933045	-1119.304679	-2317.237724
TCGA-06-5418-01	-610.3795809	124.0770675	-486.3025134
TCGA-06-5856-01	-359.6895376	-242.3059284	-601.995466
TCGA-06-5858-01	-326.9905384	-77.51619486	-404.5067333
TCGA-06-5859-01	-524.6471539	176.1228074	-348.5243464
TCGA-08-0386-01	-829.4249276	-1135.642423	-1965.06735
TCGA-12-0616-01	-856.0968509	-282.7091139	-1138.805965
TCGA-12-0618-01	-1191.135618	-1239.255767	-2430.391385
TCGA-12-0619-01	-223.370681	483.2000918	259.8294108
TCGA-12-0821-01	-837.4446911	-1032.016482	-1869.461173
TCGA-12-1597-01	-855.757441	-429.1341534	-1284.891594
TCGA-12-3650-01	-1093.269248	-476.366979	-1569.636227
TCGA-12-3652-01	-1418.391999	-885.481039	-2303.873038
TCGA-12-3653-01	-1038.604262	-146.9646297	-1185.568892
TCGA-12-5295-01	-623.5013717	366.4033421	-257.0980296
TCGA-12-5299-01	-668.0137628	-139.1921538	-807.2059166
TCGA-14-0736-02	153.2481376	755.8732342	909.1213718
TCGA-14-0781-01	248.05502	408.2660718	656.3210918
TCGA-14-0787-01	-904.9955793	-72.21935315	-977.2149325
TCGA-14-0789-01	-44.53109865	742.4366577	697.9055591
TCGA-14-0790-01	-1158.359	-1329.859619	-2488.21862
TCGA-14-0817-01	-120.7949412	822.326194	701.5312528
TCGA-14-0871-01	-864.125904	-1772.566319	-2636.692223
TCGA-14-1034-01	-283.6627281	325.7514659	42.08873775
TCGA-14-1034-02	-1706.351764	-1362.696522	-3069.048286
TCGA-14-1402-02	-738.7344827	-263.956356	-1002.690839
TCGA-14-1823-01	-211.0203726	707.9464616	496.926089
TCGA-14-1825-01	-1278.399286	-1034.810265	-2313.209551
TCGA-14-1829-01	-6.568053914	397.6507978	391.0827439
TCGA-14-2554-01	-381.5032836	237.1050241	-144.3982595
TCGA-15-0742-01	-1292.060574	-1006.542839	-2298.603413
TCGA-15-1444-01	-321.2642181	188.3856371	-132.8785811
TCGA-16-0846-01	-474.2535447	249.7165613	-224.5369834
TCGA-16-1045-01	511.6566541	972.6124259	1484.26908
TCGA-19-0957-02	-354.3563237	-132.774977	-487.1313007
TCGA-19-1389-02	672.8086702	751.9700831	1424.778753
TCGA-19-1390-01	-1505.691497	-1112.852146	-2618.543644
TCGA-19-1787-01	-615.4369556	-56.09518477	-671.5321404
TCGA-19-2619-01	-702.9956749	-965.3137029	-1668.309378
TCGA-19-2620-01	-590.3575207	-494.6149103	-1084.972431
TCGA-19-2624-01	-1562.203931	-1556.022756	-3118.226686
TCGA-19-2625-01	-783.9913029	-602.9344487	-1386.925752
TCGA-19-2629-01	-552.9386825	101.5444641	-451.3942184
TCGA-19-4065-01	32.21391593	784.8869892	817.1009051
TCGA-19-4065-02	61.07329197	-12.80288206	48.2704099
TCGA-19-5960-01	-1553.807591	-1574.265682	-3128.073273
TCGA-26-1442-01	-1015.395235	-748.5431614	-1763.938396
TCGA-26-5132-01	-656.2679224	-448.8411959	-1105.109118
TCGA-26-5133-01	-1113.033979	-1248.805566	-2361.839544
TCGA-26-5134-01	-965.3930594	-683.4249687	-1648.818028
TCGA-26-5135-01	-207.540189	-93.63784802	-301.178037
TCGA-26-5136-01	-221.2997475	249.5175966	28.21784903
TCGA-26-5139-01	-529.6885232	-243.9897973	-773.6783205
TCGA-27-1830-01	-12.22626761	58.95416224	46.72789464
TCGA-27-1831-01	-78.29876152	379.0271396	300.7283781
TCGA-27-1832-01	-76.62394384	535.7505864	459.1266426
TCGA-27-1834-01	-403.8796591	280.5171753	-123.3624839
TCGA-27-1835-01	-1042.349905	-1334.692747	-2377.042652
TCGA-27-1837-01	-718.7984091	-207.0800519	-925.878461
TCGA-27-2519-01	-58.06911157	556.3402016	498.27109
TCGA-27-2521-01	-1210.837081	-1235.22392	-2446.061001
TCGA-27-2523-01	-1337.251929	-906.7709375	-2244.022866
TCGA-27-2524-01	-418.8199756	102.2110041	-316.6089715
TCGA-27-2526-01	-1003.673992	14.09850675	-989.5754856
TCGA-27-2528-01	-539.9553597	-1254.345801	-1794.301161
TCGA-28-1747-01	-720.3086979	352.4682582	-367.8404397
TCGA-28-1753-01	358.6889061	574.9259989	933.614905
TCGA-28-2499-01	-935.769695	-286.2178782	-1221.987573
TCGA-28-2509-01	-940.6528346	-209.6939244	-1150.346759
TCGA-28-2510-01	-438.1023814	-866.1806321	-1304.283014
TCGA-28-2513-01	391.6816315	833.8417459	1225.523377
TCGA-28-2514-01	-869.587286	-812.1956263	-1681.782912
TCGA-28-5204-01	-808.6728109	-411.832865	-1220.505676
TCGA-28-5207-01	-220.6571946	-484.7578445	-705.4150391
TCGA-28-5208-01	-322.8891579	-210.4018117	-533.2909696
TCGA-28-5209-01	-869.6004295	-892.6511049	-1762.251534
TCGA-28-5213-01	577.1784633	1297.298402	1874.476865
TCGA-28-5215-01	149.3407593	23.56587473	172.906634
TCGA-28-5216-01	-523.1192791	-336.2161132	-859.3353923
TCGA-28-5218-01	992.5304305	755.1592466	1747.689677
TCGA-28-5220-01	-830.9929686	-140.6728787	-971.6658473
TCGA-32-1970-01	-865.4884289	-742.4763438	-1607.964773
TCGA-32-1980-01	177.4211772	508.7094599	686.1306371
TCGA-32-1982-01	55.02573395	442.1759053	497.2016393
TCGA-32-2615-01	-291.7786583	109.0254846	-182.7531737
TCGA-32-2616-01	-811.4398514	-351.932473	-1163.372324
TCGA-32-2632-01	-53.27103679	553.3672006	500.0961638
TCGA-32-2634-01	-948.3026269	-1031.711252	-1980.013879
TCGA-32-2638-01	-2.013694333	316.44075	314.4270557
TCGA-32-4213-01	378.5425087	705.8443349	1084.386844
TCGA-32-5222-01	-464.7315247	336.1296226	-128.6019021
TCGA-41-2571-01	-1165.831224	-828.8732279	-1994.704452
TCGA-41-2572-01	-601.3741299	-244.8196245	-846.1937544
TCGA-41-3915-01	186.4658308	381.5959503	568.0617811
TCGA-41-4097-01	274.1190965	158.5083064	432.6274029
TCGA-41-5651-01	-1152.423215	-1428.716083	-2581.139298
TCGA-76-4925-01	-1253.198873	-1212.654845	-2465.853719
TCGA-76-4926-01	-1026.613862	-754.9240214	-1781.537883
TCGA-76-4927-01	7.299896802	4.76573959	12.06563639
TCGA-76-4928-01	-380.5033301	102.2134604	-278.2898698
TCGA-76-4929-01	-714.0708446	-590.1507747	-1304.221619
TCGA-76-4931-01	-1330.500379	-1067.993813	-2398.494192
TCGA-76-4932-01	-1140.850973	-422.6099723	-1563.460946
TCGA-KL-8323-01	-1414.722134	-1258.99631	-2673.718444
TCGA-KL-8324-01	-1261.446962	-1154.306774	-2415.753735
TCGA-KL-8325-01	-1610.834882	-1341.154079	-2951.988961
TCGA-KL-8326-01	-1638.110267	-1478.987992	-3117.098259
TCGA-KL-8327-01	-1463.986165	-997.4000499	-2461.386215
TCGA-KL-8328-01	-1845.707152	-1776.631823	-3622.338975
TCGA-KL-8329-01	-1058.717986	-290.6218977	-1349.339884
TCGA-KL-8330-01	-1849.169293	-1803.431689	-3652.600982
TCGA-KL-8331-01	-1636.803875	-1510.384044	-3147.187919
TCGA-KL-8332-01	-654.4626705	-608.9250493	-1263.38772
TCGA-KL-8333-01	147.4649776	50.58124047	198.0462181
TCGA-KL-8334-01	-1038.891892	-752.4386392	-1791.330532
TCGA-KL-8335-01	-981.8794703	-1471.551902	-2453.431372
TCGA-KL-8336-01	-975.0111957	-691.4554225	-1666.466618
TCGA-KL-8337-01	-1744.67109	-1494.136635	-3238.807726
TCGA-KL-8338-01	-1543.107755	-1097.872964	-2640.980719
TCGA-KL-8339-01	-1709.602006	-1136.103048	-2845.705054
TCGA-KL-8340-01	-1177.097747	-1142.87063	-2319.968377
TCGA-KL-8341-01	-1744.390079	-1877.465403	-3621.855482
TCGA-KL-8342-01	-880.4346965	-538.4190919	-1418.853788
TCGA-KL-8343-01	-1085.361964	-1261.914534	-2347.276498
TCGA-KL-8344-01	-349.9005559	-900.9194684	-1250.820024
TCGA-KL-8345-01	-1280.358812	-1364.008102	-2644.366914
TCGA-KL-8346-01	-1635.210622	-1960.71725	-3595.927873
TCGA-KM-8438-01	-950.7529929	-982.447179	-1933.200172
TCGA-KM-8439-01	-1381.656712	-903.9344502	-2285.591162
TCGA-KM-8440-01	-1742.479746	-1461.124099	-3203.603844
TCGA-KM-8441-01	-700.3054432	-705.0001501	-1405.305593
TCGA-KM-8442-01	-1237.099177	-1223.085877	-2460.185054
TCGA-KM-8443-01	-2105.715041	-1696.313713	-3802.028754
TCGA-KM-8476-01	-1424.452569	-997.6641395	-2422.116709
TCGA-KM-8477-01	-1056.841128	-767.5518146	-1824.392942
TCGA-KM-8639-01	-1481.917432	-986.3009884	-2468.218421
TCGA-KN-8418-01	-1629.787568	-1472.153437	-3101.941005
TCGA-KN-8419-01	-1030.059934	-475.8759847	-1505.935919
TCGA-KN-8421-01	-2138.261914	-1851.161163	-3989.423077
TCGA-KN-8422-01	-1670.684368	-941.4191392	-2612.103508
TCGA-KN-8423-01	-1109.218181	-907.1043068	-2016.322487
TCGA-KN-8424-01	-817.3706516	-298.7098375	-1116.080489
TCGA-KN-8425-01	-1030.717406	-334.7623738	-1365.47978
TCGA-KN-8426-01	-1409.609854	-597.5406548	-2007.150509
TCGA-KN-8427-01	-900.7227144	-430.0471751	-1330.76989
TCGA-KN-8428-01	-1321.236553	-1313.671544	-2634.908097
TCGA-KN-8429-01	-1309.128985	-933.0790985	-2242.208083
TCGA-KN-8430-01	-561.481732	-454.4228399	-1015.904572
TCGA-KN-8431-01	-1262.922508	-1257.761973	-2520.684482
TCGA-KN-8432-01	-1156.881726	-912.049417	-2068.931143
TCGA-KN-8433-01	-838.894545	-385.2318319	-1224.126377
TCGA-KN-8434-01	-781.3107434	-509.9499854	-1291.260729
TCGA-KN-8435-01	-1495.762179	-1705.424529	-3201.186708
TCGA-KN-8436-01	-1584.992028	-1402.526558	-2987.518586
TCGA-KN-8437-01	-1114.770763	-954.9796946	-2069.750458
TCGA-KO-8403-01	-866.5294755	-206.5102518	-1073.039727
TCGA-KO-8404-01	693.059737	868.4331436	1561.492881
TCGA-KO-8405-01	126.453162	818.8723323	945.3254943
TCGA-KO-8406-01	-1536.261071	-1346.586752	-2882.847823
TCGA-KO-8407-01	-1159.526573	-604.3478733	-1763.874446
TCGA-KO-8408-01	-902.2282249	-1341.877333	-2244.105558
TCGA-KO-8409-01	-1356.482834	-820.8852655	-2177.3681
TCGA-KO-8410-01	-1160.021241	-692.6978635	-1852.719105
TCGA-KO-8411-01	-1501.594043	-1158.955695	-2660.549738
TCGA-KO-8413-01	-481.7982144	-48.29359934	-530.0918137
TCGA-KO-8414-01	-1477.704037	-746.59392	-2224.297957
TCGA-KO-8415-01	-1176.862778	-397.7117502	-1574.574529
TCGA-KO-8416-01	-1157.933191	-709.5890449	-1867.522236
TCGA-KO-8417-01	-1802.548268	-1515.842368	-3318.390636
TCGA-4C-A93U-01	358.0116618	281.0275345	639.0391962
TCGA-BJ-A0YZ-01	-601.6407278	-1280.711623	-1882.352351
TCGA-BJ-A0Z0-01	-1431.549342	-1695.543033	-3127.092375
TCGA-BJ-A0Z2-01	-1583.42024	-1300.78958	-2884.20982
TCGA-BJ-A0Z3-01	-460.0084283	610.0934401	150.0850118
TCGA-BJ-A0Z5-01	-1454.506615	-824.8289317	-2279.335547
TCGA-BJ-A0Z9-01	-1178.713239	-499.1305707	-1677.84381
TCGA-BJ-A0ZA-01	-1009.004278	-843.7901336	-1852.794412
TCGA-BJ-A0ZB-01	-1018.660281	-981.4337365	-2000.094018
TCGA-BJ-A0ZC-01	-1022.438513	-1321.428802	-2343.867315
TCGA-BJ-A0ZE-01	-1448.43401	-1355.642433	-2804.076443
TCGA-BJ-A0ZF-01	-912.4925526	-1246.27642	-2158.768973
TCGA-BJ-A0ZG-01	-514.0271587	-1277.075272	-1791.102431
TCGA-BJ-A0ZH-01	-948.1348364	-467.8793789	-1416.014215
TCGA-BJ-A0ZJ-01	-265.9890488	620.9244776	354.9354288
TCGA-BJ-A18Y-01	-650.7461679	-1222.03883	-1872.784998
TCGA-BJ-A18Z-01	-139.1859091	-520.2356953	-659.4216044
TCGA-BJ-A190-01	-1307.963379	-2016.522665	-3324.486043
TCGA-BJ-A191-01	-1402.779154	-986.7389463	-2389.518101
TCGA-BJ-A192-01	-1168.687973	-996.4155036	-2165.103477
TCGA-BJ-A28R-01	-941.1219725	-84.03765809	-1025.159631
TCGA-BJ-A28S-01	-1079.866472	-1458.466123	-2538.332595
TCGA-BJ-A28T-01	334.6964201	1445.453721	1780.150141
TCGA-BJ-A28V-01	-1163.471979	-1832.095027	-2995.567006
TCGA-BJ-A28W-01	-74.44136931	2476.870045	2402.428675
TCGA-BJ-A28X-01	304.4022131	1301.330594	1605.732807
