sample	StromalScore	ImmuneScore	ESTIMATEScore
TCGA-2Z-A9JR-01	-1036.773602	-4.271207096	-1041.044809
TCGA-2Z-A9JS-01	-1426.61967	-1236.638965	-2663.258635
TCGA-2Z-A9JT-01	-670.6544899	807.9651698	137.3106799
TCGA-4A-A93W-01	-1087.226739	-907.1123644	-1994.339104
TCGA-4A-A93X-01	-1890.960527	-1085.22826	-2976.188787
TCGA-4A-A93Y-01	1215.5337	2050.51697	3266.05067
TCGA-5P-A9JU-01	-1459.166746	-838.8618273	-2298.028573
TCGA-5P-A9JV-01	151.0584161	-237.4935042	-86.43508807
TCGA-5P-A9JW-01	-1207.614065	-166.1839298	-1373.797994
TCGA-5P-A9JY-01	-1625.47996	-629.0469683	-2254.526928
TCGA-5P-A9JZ-01	-1278.676408	-508.1369551	-1786.813363
TCGA-5P-A9K0-01	-1443.361693	-417.7963983	-1861.158092
TCGA-5P-A9K2-01	-1614.996706	-738.820951	-2353.817657
TCGA-5P-A9K3-01	-1445.322128	-416.4848453	-1861.806973
TCGA-5P-A9K4-01	-1486.788516	-879.2986604	-2366.087177
TCGA-5P-A9K6-01	-708.1308435	-273.9987044	-982.1295479
TCGA-5P-A9K8-01	-1197.094391	-395.0240484	-1592.11844
TCGA-5P-A9K9-01	-638.4941432	-563.1267709	-1201.620914
TCGA-5P-A9KA-01	-989.8621633	-53.5555225	-1043.417686
TCGA-5P-A9KC-01	-760.3797988	-122.3217617	-882.7015605
TCGA-5P-A9KE-01	-1237.614069	-553.3707148	-1790.984784
TCGA-5P-A9KF-01	-1249.173324	-662.2913786	-1911.464703
TCGA-5P-A9KH-01	-1427.406232	-846.6418233	-2274.048056
TCGA-A4-7286-01	-762.9727559	364.8755081	-398.0972478
TCGA-A4-7287-01	-805.3420167	9.211083998	-796.1309327
TCGA-A4-7288-01	-1372.063138	-1411.082876	-2783.146014
TCGA-A4-7583-01	-1447.000755	133.555894	-1313.444861
TCGA-A4-7584-01	-1638.109356	-1295.693802	-2933.803158
TCGA-A4-7585-01	-160.4971823	716.0314472	555.5342649
TCGA-A4-7732-01	-1083.857694	-542.159175	-1626.016869
TCGA-A4-7734-01	-846.5164645	-526.3881084	-1372.904573
TCGA-A4-7828-01	184.4375016	99.67417578	284.1116774
TCGA-A4-7915-01	-713.0994401	-656.6857762	-1369.785216
TCGA-A4-7996-01	-619.6398201	136.0285103	-483.6113098
TCGA-A4-7997-01	-821.6095809	24.56890103	-797.0406799
TCGA-A4-8098-01	-1643.440823	-556.6468667	-2200.08769
TCGA-A4-8310-01	-1312.574738	-700.8149122	-2013.38965
TCGA-A4-8311-01	-1658.823863	-1111.018067	-2769.84193
TCGA-A4-8312-01	-1892.453663	-877.3533209	-2769.806984
TCGA-A4-8515-01	-1471.562233	-1158.406973	-2629.969206
TCGA-A4-8516-01	-1224.025599	-502.6481608	-1726.67376
TCGA-A4-8517-01	-1218.584657	-451.3742951	-1669.958953
TCGA-A4-8518-01	-1074.597257	-821.6823061	-1896.279563
TCGA-A4-8630-01	-1607.831174	-1285.957493	-2893.788667
TCGA-A4-A48D-01	-762.2580513	465.6122213	-296.64583
TCGA-A4-A4ZT-01	-1059.499242	-497.3527806	-1556.852022
TCGA-A4-A57E-01	-1029.840595	-669.4191106	-1699.259706
TCGA-A4-A5DU-01	-1537.352422	-749.3608768	-2286.713299
TCGA-A4-A5XZ-01	-927.9842624	-189.9272685	-1117.911531
TCGA-A4-A5Y0-01	-1947.773762	-1575.047936	-3522.821698
TCGA-A4-A5Y1-01	-800.6352197	-400.3091698	-1200.94439
TCGA-A4-A6HP-01	-940.4994293	505.7426839	-434.7567454
TCGA-A4-A772-01	-1014.608522	46.97708334	-967.6314389
TCGA-A4-A7UZ-01	-918.1106312	476.0051853	-442.105446
TCGA-AL-3466-01	-1243.717095	-857.375568	-2101.092663
TCGA-AL-3467-01	-2044.727148	-2253.600951	-4298.328099
TCGA-AL-3468-01	-1515.370877	-1154.360529	-2669.731405
TCGA-AL-3471-01	-1636.767423	-1683.805017	-3320.57244
TCGA-AL-3472-01	-1241.556758	-1052.919539	-2294.476297
TCGA-AL-3473-01	-338.9790176	1790.774413	1451.795395
TCGA-AL-7173-01	-581.4762879	-378.3986855	-959.8749735
TCGA-AL-A5DJ-01	-1967.539661	-290.6172123	-2258.156873
TCGA-AT-A5NU-01	-1504.902883	-1254.446262	-2759.349146
TCGA-B1-5398-01	-315.0889119	1425.609579	1110.520667
TCGA-B1-7332-01	-1012.66241	-323.1548673	-1335.817278
TCGA-B1-A47M-01	-1348.365051	-290.1358433	-1638.500894
TCGA-B1-A47N-01	-1129.855796	-358.2247649	-1488.080561
TCGA-B1-A47O-01	-1168.449363	-220.451648	-1388.901011
TCGA-B1-A654-01	-1003.225677	-466.6892507	-1469.914928
TCGA-B1-A655-01	-1002.195212	83.63157902	-918.5636326
TCGA-B1-A656-01	220.3590335	1405.148674	1625.507708
TCGA-B1-A657-01	-897.0743501	255.4816139	-641.5927363
TCGA-B3-3925-01	-576.6145097	32.31106431	-544.3034454
TCGA-B3-3926-01	-1207.354381	-332.1999329	-1539.554314
TCGA-B3-4103-01	-637.058813	-629.2382288	-1266.297042
TCGA-B3-4104-01	-1113.999908	-987.0666991	-2101.066607
TCGA-B3-8121-01	84.33124801	1003.41101	1087.742258
TCGA-B3-A6W5-01	-1347.478721	-575.5244817	-1923.003203
TCGA-B9-4113-01	-833.8911131	151.6290474	-682.2620657
TCGA-B9-4114-01	-593.2850504	388.0177579	-205.2672925
TCGA-B9-4115-01	-938.9923188	-74.71524081	-1013.70756
TCGA-B9-4116-01	-1442.495297	-668.6305974	-2111.125894
TCGA-B9-4117-01	-667.268024	169.6851366	-497.5828874
TCGA-B9-4617-01	-1335.729412	-508.7305379	-1844.45995
TCGA-B9-5155-01	-1396.482348	-1684.536427	-3081.018775
TCGA-B9-5156-01	-642.7939558	92.38354695	-550.4104089
TCGA-B9-7268-01	-1621.982797	-1221.161302	-2843.144099
TCGA-B9-A44B-01	-1078.71689	-1188.622814	-2267.339703
TCGA-B9-A5W7-01	-1337.017352	-329.0094837	-1666.026835
TCGA-B9-A5W8-01	-825.9720284	929.5114008	103.5393724
TCGA-B9-A5W9-01	-1511.488714	-1407.298107	-2918.786821
TCGA-B9-A69E-01	-59.74882238	812.0314351	752.2826127
TCGA-B9-A8YH-01	-738.2579784	-21.78833831	-760.0463167
TCGA-B9-A8YI-01	-1686.911229	-852.358892	-2539.270121
TCGA-BQ-5875-01	-854.3842412	-532.6195671	-1387.003808
TCGA-BQ-5876-01	-1039.451667	-1308.789494	-2348.241161
TCGA-BQ-5877-01	-32.71933253	473.1833894	440.4640569
TCGA-BQ-5878-01	-1362.762717	-1125.379096	-2488.141813
TCGA-BQ-5879-01	-590.0988883	-566.6517712	-1156.75066
TCGA-BQ-5880-01	-200.1242787	219.2877377	19.16345901
TCGA-BQ-5881-01	-431.0980307	660.7389589	229.6409283
TCGA-BQ-5882-01	-553.2065559	52.90058587	-500.30597
TCGA-BQ-5883-01	-790.110444	-916.2484189	-1706.358863
TCGA-BQ-5884-01	-590.1329429	46.44319526	-543.6897476
TCGA-BQ-5885-01	-1227.463254	-500.4172577	-1727.880512
TCGA-BQ-5886-01	-1426.027298	-615.5480266	-2041.575324
TCGA-BQ-5887-01	634.2929402	79.711593	714.0045332
TCGA-BQ-5888-01	-1392.031515	235.3138264	-1156.717689
TCGA-BQ-5889-01	526.0997328	1488.749998	2014.849731
TCGA-BQ-5890-01	-1336.362198	-336.011325	-1672.373523
TCGA-BQ-5891-01	-1487.722384	-1028.223729	-2515.946113
TCGA-BQ-5892-01	0.764873285	257.4381134	258.2029867
TCGA-BQ-5893-01	-1261.844572	-1073.873828	-2335.7184
TCGA-BQ-5894-01	-116.1953646	207.1841342	90.98876957
TCGA-BQ-7044-01	-1666.38076	-825.1192731	-2491.500033
TCGA-BQ-7045-01	-1205.098053	-258.1621807	-1463.260234
TCGA-BQ-7046-01	-936.1454445	-24.00548977	-960.1509343
TCGA-BQ-7048-01	-483.591558	-337.1390296	-820.7305876
TCGA-BQ-7049-01	-141.762467	248.2522697	106.4898027
TCGA-BQ-7050-01	-1375.613693	-929.774961	-2305.388654
TCGA-BQ-7051-01	-1672.741885	-1473.237179	-3145.979064
TCGA-BQ-7053-01	-790.6352316	-484.7704365	-1275.405668
TCGA-BQ-7055-01	-1053.854494	-1024.714812	-2078.569306
TCGA-BQ-7056-01	-956.7665492	-1030.05191	-1986.81846
TCGA-BQ-7058-01	-1263.832864	-971.5623156	-2235.395179
TCGA-BQ-7059-01	-37.94836155	1196.647379	1158.699018
TCGA-BQ-7060-01	-822.0278158	-217.9607464	-1039.988562
TCGA-BQ-7061-01	-529.1921052	-457.8832279	-987.0753331
TCGA-BQ-7062-01	-659.8251418	578.6943308	-81.13081102
TCGA-DW-5560-01	-1305.088872	-893.1748116	-2198.263683
TCGA-DW-5561-01	-1261.582823	-426.0692767	-1687.6521
TCGA-DW-7834-01	-680.7786157	140.3046455	-540.4739701
TCGA-DW-7836-01	-1078.37422	-1330.097404	-2408.471624
TCGA-DW-7837-01	-878.3698234	-108.1065668	-986.4763902
TCGA-DW-7838-01	-190.1301616	637.4754801	447.3453186
TCGA-DW-7839-01	-1788.759912	-1994.728585	-3783.488497
TCGA-DW-7840-01	-1125.013202	-255.5965168	-1380.609719
TCGA-DW-7841-01	-635.810078	1080.628657	444.8185786
TCGA-DW-7842-01	-1312.57359	-1410.000587	-2722.574177
TCGA-DW-7963-01	-1003.734283	-142.6074204	-1146.341703
TCGA-DZ-6131-01	-525.4315129	159.9129536	-365.5185593
TCGA-DZ-6132-01	565.1577817	1529.935956	2095.093738
TCGA-DZ-6133-01	-1413.009287	-1455.146445	-2868.155733
TCGA-DZ-6134-01	-5.300308679	612.3302672	607.0299586
TCGA-DZ-6135-01	-1087.531754	-107.7154841	-1195.247238
TCGA-EV-5901-01	-364.8408237	66.79915746	-298.0416663
TCGA-EV-5902-01	-1879.10976	-1704.928866	-3584.038626
TCGA-EV-5903-01	-227.0652753	8.550361647	-218.5149137
TCGA-F9-A4JJ-01	-1528.517468	-373.6809928	-1902.198461
TCGA-F9-A7Q0-01	-1486.731135	-392.7815672	-1879.512703
TCGA-F9-A7VF-01	-1690.058534	-705.5174579	-2395.575992
TCGA-F9-A8NY-01	-1810.111411	-929.6756708	-2739.787082
TCGA-F9-A97G-01	-571.8086524	-50.57428684	-622.3829392
TCGA-G7-6789-01	242.9454918	-476.2844813	-233.3389895
TCGA-G7-6790-01	-1208.559907	-687.6469184	-1896.206825
TCGA-G7-6792-01	-1309.623322	-297.4830463	-1607.106369
TCGA-G7-6793-01	-372.3745133	-622.9663618	-995.3408752
TCGA-G7-6795-01	-1320.202022	-406.6989002	-1726.900922
TCGA-G7-6796-01	-1083.518216	1.176288555	-1082.341928
TCGA-G7-6797-01	-1441.728862	-1213.313879	-2655.042741
TCGA-G7-7501-01	-1012.901389	-832.8437691	-1845.745158
TCGA-G7-7502-01	-447.715893	391.9922271	-55.72366587
TCGA-G7-A4TM-01	-909.3124757	-287.6359579	-1196.948434
TCGA-G7-A8LB-01	-1918.765061	-1549.10749	-3467.872551
TCGA-G7-A8LC-01	-1685.315413	-674.0722876	-2359.3877
TCGA-G7-A8LD-01	-1615.924053	-1073.483527	-2689.40758
TCGA-G7-A8LE-01	-712.0927486	-984.3065915	-1696.39934
TCGA-GL-6846-01	-823.841654	-1036.479511	-1860.321165
TCGA-GL-7773-01	-1360.519047	-474.8660216	-1835.385068
TCGA-GL-7966-01	-1344.656493	-1369.441687	-2714.098179
TCGA-GL-8500-01	-1604.277116	-1116.234386	-2720.511502
TCGA-GL-A4EM-01	-179.7946657	557.2275428	377.4328771
TCGA-GL-A59R-01	-1280.473891	-822.8841302	-2103.358021
TCGA-GL-A59T-01	-1299.072114	-283.2977299	-1582.369844
TCGA-GL-A9DC-01	-1259.307523	-828.8479529	-2088.155475
TCGA-GL-A9DD-01	-435.1565788	805.0493732	369.8927945
TCGA-GL-A9DE-01	-1368.446075	-490.4238023	-1858.869877
TCGA-HE-7128-01	-156.0815243	1349.10574	1193.024216
TCGA-HE-7129-01	-1522.662362	-1515.480788	-3038.143151
TCGA-HE-7130-01	-1842.872629	-602.6200312	-2445.49266
TCGA-HE-A5NF-01	-279.4578722	671.9320942	392.474222
TCGA-HE-A5NH-01	-1326.809264	-810.6821043	-2137.491369
TCGA-HE-A5NI-01	-1135.800728	-232.1396333	-1367.940362
TCGA-HE-A5NJ-01	-1334.07534	-1457.829637	-2791.904977
TCGA-HE-A5NK-01	-204.4443026	1162.719733	958.2754302
TCGA-HE-A5NL-01	-836.5083829	559.7924118	-276.7159712
TCGA-IA-A40U-01	-1024.28036	-54.44174506	-1078.722105
TCGA-IA-A40X-01	-1232.51255	-323.4582526	-1555.970802
TCGA-IA-A40Y-01	-1508.218652	-805.8145449	-2314.033197
TCGA-IA-A83S-01	-912.8536361	50.62749244	-862.2261437
TCGA-IA-A83T-01	-211.121385	1232.647388	1021.526003
TCGA-IA-A83V-01	358.801018	889.9749968	1248.776015
TCGA-IA-A83W-01	-735.4553692	273.6845983	-461.7707709
TCGA-IZ-8195-01	-1135.856585	-1285.282555	-2421.13914
TCGA-IZ-8196-01	-822.3222274	-1310.666928	-2132.989155
TCGA-IZ-A6M8-01	-889.2006921	609.2288149	-279.9718773
TCGA-IZ-A6M9-01	-1315.045492	-2.046058324	-1317.09155
TCGA-J7-6720-01	-305.5539183	276.4748976	-29.07902067
TCGA-J7-8537-01	-213.6758753	832.4076981	618.7318228
TCGA-J7-A8I2-01	-1698.555303	-849.8382778	-2548.393581
TCGA-KV-A6GD-01	150.6455086	1052.892656	1203.538165
TCGA-KV-A6GE-01	-1170.866292	15.5471298	-1155.319162
TCGA-KV-A74V-01	-1441.269603	-687.9166468	-2129.18625
TCGA-MH-A55W-01	-1384.149203	-328.0587302	-1712.207933
TCGA-MH-A55Z-01	-1342.374894	-441.7089903	-1784.083885
TCGA-MH-A560-01	-1506.012577	-757.0499021	-2263.062479
TCGA-MH-A561-01	-980.2383247	-199.0726122	-1179.310937
TCGA-MH-A562-01	-1045.687901	583.2288589	-462.4590417
TCGA-MH-A854-01	-1514.457281	-592.8429448	-2107.300226
TCGA-MH-A855-01	-630.3235382	211.1057225	-419.2178157
TCGA-MH-A856-01	-1177.648249	19.00234346	-1158.645905
TCGA-MH-A857-01	-1687.851797	-1157.27367	-2845.125467
TCGA-O9-A75Z-01	-1137.238309	-379.7997635	-1517.038072
TCGA-P4-A5E6-01	-1387.530237	-323.1727381	-1710.702975
TCGA-P4-A5E7-01	-878.9281628	-398.3488455	-1277.277008
TCGA-P4-A5E8-01	-1887.46946	-1047.248557	-2934.718017
TCGA-P4-A5EA-01	71.51166446	1813.73421	1885.245874
TCGA-P4-A5EB-01	-1592.292622	-969.634602	-2561.927224
TCGA-P4-A5ED-01	-727.5372589	1083.83497	356.2977113
TCGA-P4-AAVK-01	-948.5824726	-528.2660247	-1476.848497
TCGA-P4-AAVL-01	-452.1493845	-476.390854	-928.5402385
TCGA-P4-AAVM-01	-1423.966904	-960.7069091	-2384.673813
TCGA-P4-AAVO-01	-1680.957494	-1092.783016	-2773.740511
TCGA-PJ-A5Z8-01	-257.079717	1026.451684	769.3719673
TCGA-PJ-A5Z9-01	-1395.653779	-901.3443198	-2296.998099
TCGA-Q2-A5QZ-01	-652.1526337	369.985863	-282.1667708
TCGA-SX-A71R-01	-1715.090856	-1015.198712	-2730.289569
TCGA-SX-A71S-01	-1068.117744	-870.9467368	-1939.06448
TCGA-SX-A71U-01	-1324.023199	-366.1588368	-1690.182036
TCGA-SX-A71V-01	-1183.981912	-335.3729007	-1519.354812
TCGA-SX-A71W-01	-1192.919552	-859.2220592	-2052.141611
TCGA-SX-A7SL-01	-1939.168474	-1566.506055	-3505.674529
TCGA-SX-A7SM-01	-878.3915458	-578.8621697	-1457.253715
TCGA-SX-A7SN-01	-1179.37596	200.5687188	-978.8072408
TCGA-SX-A7SO-01	-1332.761216	-1155.571525	-2488.332741
TCGA-SX-A7SP-01	-871.7305963	204.1643086	-667.5662877
TCGA-SX-A7SQ-01	-1427.839199	-1038.979704	-2466.818903
TCGA-SX-A7SR-01	-1196.749733	-93.39588488	-1290.145618
TCGA-SX-A7SS-01	-928.4041792	-457.0008507	-1385.40503
TCGA-SX-A7SU-01	-1150.194212	-408.8941614	-1559.088373
TCGA-UN-AAZ9-01	-1693.619741	-792.4499925	-2486.069734
TCGA-UZ-A9PJ-01	-1467.278951	-1224.410766	-2691.689717
TCGA-UZ-A9PK-01	-1191.238818	-381.6216671	-1572.860485
TCGA-UZ-A9PL-01	-2031.461708	-1385.324879	-3416.786587
TCGA-UZ-A9PM-01	-794.9367108	603.1160066	-191.8207042
TCGA-UZ-A9PN-01	-115.521958	-286.7811941	-402.3031521
TCGA-UZ-A9PO-01	-1021.487305	-41.95081056	-1063.438115
TCGA-UZ-A9PP-01	-1226.652662	-1059.397796	-2286.050458
TCGA-UZ-A9PQ-01	-1410.787464	-1610.804383	-3021.591847
TCGA-UZ-A9PR-01	-1340.764938	-786.1534069	-2126.918345
TCGA-UZ-A9PS-01	-1562.264284	-1250.689644	-2812.953928
TCGA-UZ-A9PS-05	-695.7102289	317.7931851	-377.9170438
TCGA-UZ-A9PU-01	-1497.605367	-638.8573703	-2136.462737
TCGA-UZ-A9PV-01	-1726.077614	-1581.763584	-3307.841198
TCGA-UZ-A9PX-01	-1158.94223	-422.2543698	-1581.1966
TCGA-UZ-A9PZ-01	-1565.088289	-911.0525456	-2476.140835
TCGA-UZ-A9Q0-01	-1591.502453	-389.1390051	-1980.641458
TCGA-UZ-A9Q1-01	-1522.024064	-957.7251094	-2479.749173
TCGA-V9-A7HT-01	-626.4851787	741.3132729	114.8280943
TCGA-WN-A9G9-01	-192.6743818	2828.340723	2635.666341
TCGA-WN-AB4C-01	-791.3558332	440.9595984	-350.3962348
TCGA-Y8-A894-01	-1739.622334	-1923.560651	-3663.182985
TCGA-Y8-A895-01	-1722.060275	-633.3578492	-2355.418124
TCGA-Y8-A896-01	-568.6228729	1108.236889	539.6140165
TCGA-Y8-A897-01	-771.4266952	17.90392859	-753.5227666
TCGA-Y8-A898-01	-597.4346676	730.6503179	133.2156503
TCGA-Y8-A8RY-01	-973.6552899	163.7982152	-809.8570747
TCGA-Y8-A8RZ-01	-1529.926743	-470.6645877	-2000.591331
TCGA-Y8-A8S0-01	-1461.440158	-961.4869833	-2422.927141
TCGA-Y8-A8S1-01	483.9435663	1294.404319	1778.347886
TCGA-2J-AAB1-01	120.7956634	228.0878573	348.8835207
TCGA-2J-AAB4-01	-33.98602944	280.7747195	246.78869
TCGA-2J-AAB6-01	357.4986119	-62.77887667	294.7197353
TCGA-2J-AAB8-01	566.0440077	-200.8891515	365.1548562
TCGA-2J-AAB9-01	547.1098297	139.3288575	686.4386872
TCGA-2J-AABA-01	489.1348652	-197.4442653	291.6905999
TCGA-2J-AABE-01	444.1953828	219.2781265	663.4735093
TCGA-2J-AABF-01	685.4375095	913.7360778	1599.173587
TCGA-2J-AABH-01	-78.6271242	-66.1338057	-144.7609299
TCGA-2J-AABI-01	-122.6199654	396.9776193	274.3576539
TCGA-2J-AABK-01	-997.5952154	-464.8011951	-1462.396411
TCGA-2J-AABO-01	246.5355334	-353.0841283	-106.5485949
TCGA-2J-AABP-01	1274.635896	1223.598308	2498.234204
TCGA-2J-AABR-01	664.4512636	888.1904814	1552.641745
TCGA-2J-AABT-01	810.5836771	621.0187991	1431.602476
TCGA-2J-AABU-01	99.33088361	-147.9080791	-48.5771955
TCGA-2J-AABV-01	-411.7240016	-218.8142835	-630.538285
TCGA-2L-AAQA-01	-332.9066042	-496.0988112	-829.0054154
TCGA-2L-AAQE-01	-226.5326056	-283.2961371	-509.8287427
TCGA-2L-AAQI-01	-158.4538391	-316.1964356	-474.6502748
TCGA-2L-AAQJ-01	-27.77473392	177.5987436	149.8240097
TCGA-2L-AAQL-01	259.4222511	343.4368828	602.8591339
TCGA-2L-AAQM-01	-928.3259711	-1126.298027	-2054.623998
TCGA-3A-A9I5-01	-314.4318621	-403.007706	-717.4395682
TCGA-3A-A9I7-01	421.8404148	357.9752894	779.8157042
TCGA-3A-A9I9-01	126.1513811	159.0395011	285.1908822
TCGA-3A-A9IB-01	786.7592337	236.2574536	1023.016687
TCGA-3A-A9IC-01	598.3802023	-3.243482816	595.1367195
TCGA-3A-A9IH-01	-237.3859956	-331.0627135	-568.4487091
TCGA-3A-A9IJ-01	-1219.525064	-1677.606821	-2897.131885
TCGA-3A-A9IL-01	-387.8615502	-946.4539854	-1334.315536
TCGA-3A-A9IN-01	112.6553229	-831.8525079	-719.197185
TCGA-3A-A9IO-01	-1361.790952	-1469.703536	-2831.494489
TCGA-3A-A9IR-01	-1616.339359	-1536.319361	-3152.65872
TCGA-3A-A9IS-01	-1899.880793	-1921.535175	-3821.415968
TCGA-3A-A9IU-01	7.671333445	-317.5036631	-309.8323297
TCGA-3A-A9IV-01	-253.2681611	-1385.49776	-1638.765921
TCGA-3A-A9IX-01	982.113561	978.3846694	1960.49823
TCGA-3A-A9IZ-01	-426.2455259	-502.0721	-928.317626
TCGA-3A-A9J0-01	354.014401	-115.0592528	238.9551482
TCGA-3E-AAAY-01	752.8228791	802.790414	1555.613293
TCGA-3E-AAAZ-01	198.6051886	-583.5962334	-384.9910448
TCGA-F2-6879-01	249.0440189	-277.6787692	-28.63475028
TCGA-F2-6880-01	-961.7503365	-1067.268751	-2029.019087
TCGA-F2-7273-01	1439.15209	1032.156453	2471.308543
TCGA-F2-7276-01	1070.579389	908.9913434	1979.570732
TCGA-F2-A44G-01	187.4520622	38.15223405	225.6042963
TCGA-F2-A44H-01	1003.811971	689.4695513	1693.281523
TCGA-F2-A7TX-01	141.7326662	688.2946663	830.0273325
TCGA-F2-A8YN-01	92.70301735	-65.67142555	27.0315918
TCGA-FB-A4P5-01	1122.881973	1557.838008	2680.719982
TCGA-FB-A4P6-01	472.9577202	384.6557987	857.6135189
TCGA-FB-A545-01	-333.8539399	-1050.613134	-1384.467074
TCGA-FB-A5VM-01	436.919267	739.6534844	1176.572751
TCGA-FB-A78T-01	-287.5166146	227.6168026	-59.899812
TCGA-FB-A7DR-01	778.663038	82.29509898	860.958137
TCGA-FB-AAPP-01	-2147.643672	-1324.160856	-3471.804528
TCGA-FB-AAPQ-01	-322.5372877	-328.6557812	-651.1930689
TCGA-FB-AAPS-01	1516.520496	1125.288265	2641.808761
TCGA-FB-AAPU-01	-1141.023458	-637.4915409	-1778.514999
TCGA-FB-AAPY-01	441.3750094	967.4117524	1408.786762
TCGA-FB-AAPZ-01	256.1235968	412.782672	668.9062689
TCGA-FB-AAQ0-01	-729.1234075	-781.9963202	-1511.119728
TCGA-FB-AAQ1-01	-117.5965056	116.8332893	-0.763216364
TCGA-FB-AAQ2-01	-838.0895543	-785.1344504	-1623.224005
TCGA-FB-AAQ3-01	134.8059885	208.7857999	343.5917884
TCGA-FB-AAQ6-01	-557.2678452	-530.8686466	-1088.136492
TCGA-H6-8124-01	-69.55661318	-684.172637	-753.7292502
TCGA-H6-A45N-01	913.3832444	570.3500764	1483.733321
TCGA-H8-A6C1-01	67.31439526	214.1223901	281.4367854
TCGA-HV-A5A3-01	-472.0470436	-338.0205509	-810.0675945
TCGA-HV-A5A4-01	362.3607196	-12.9100563	349.4506633
TCGA-HV-A5A5-01	437.3748627	394.4570973	831.83196
TCGA-HV-A5A6-01	-261.1671759	-573.1107688	-834.2779446
TCGA-HV-A7OL-01	-95.86173133	1052.471478	956.6097465
TCGA-HV-A7OP-01	-1902.413747	-562.6713255	-2465.085073
TCGA-HV-AA8V-01	951.3335609	118.9475163	1070.281077
TCGA-HV-AA8X-01	-759.6773233	-598.2353935	-1357.912717
TCGA-HZ-7289-01	-1584.679984	-1078.881164	-2663.561147
TCGA-HZ-7918-01	1229.281131	1451.353216	2680.634347
TCGA-HZ-7919-01	305.5649661	78.71452976	384.2794959
TCGA-HZ-7920-01	977.9055876	781.3710573	1759.276645
TCGA-HZ-7922-01	1067.290671	208.7690436	1276.059715
TCGA-HZ-7923-01	1613.052806	1425.729715	3038.782521
TCGA-HZ-7924-01	-292.794963	-9.839115925	-302.6340789
TCGA-HZ-7925-01	1500.39756	258.6034752	1759.001035
TCGA-HZ-7926-01	-88.58158892	38.1456769	-50.43591201
TCGA-HZ-8001-01	1392.897398	1116.069874	2508.967273
TCGA-HZ-8002-01	1274.089766	607.7315774	1881.821343
TCGA-HZ-8003-01	1188.855655	1221.291001	2410.146656
TCGA-HZ-8005-01	698.6353342	198.5470763	897.1824105
TCGA-HZ-8315-01	917.3541189	488.6256233	1405.979742
TCGA-HZ-8317-01	628.2017267	-266.016917	362.1848097
TCGA-HZ-8519-01	902.6984055	337.8953237	1240.593729
TCGA-HZ-8636-01	926.3291365	413.4996295	1339.828766
TCGA-HZ-8637-01	1135.046418	2058.669864	3193.716281
TCGA-HZ-8638-01	-482.8337183	-255.9181009	-738.7518191
TCGA-HZ-A49G-01	1021.124941	991.7405752	2012.865516
TCGA-HZ-A49H-01	957.7178681	922.5115772	1880.229445
TCGA-HZ-A49I-01	389.9299171	766.2198544	1156.149772
TCGA-HZ-A4BH-01	704.8055384	649.3898565	1354.195395
TCGA-HZ-A4BK-01	198.7813205	574.7288549	773.5101754
TCGA-HZ-A77O-01	-205.197445	-126.1169022	-331.3143472
TCGA-HZ-A77P-01	911.2617036	197.6474209	1108.909125
TCGA-HZ-A77Q-01	1478.988899	1160.109782	2639.098681
TCGA-HZ-A8P0-01	269.4375757	-247.6690863	21.76848943
TCGA-HZ-A8P1-01	-654.1140902	-650.9781629	-1305.092253
TCGA-HZ-A9TJ-01	-502.3206193	-469.38719	-971.7078093
TCGA-HZ-A9TJ-06	-914.939418	-502.4656486	-1417.405067
TCGA-IB-7644-01	187.2306215	-140.8091434	46.4214781
TCGA-IB-7645-01	1597.372913	1352.051134	2949.424047
TCGA-IB-7646-01	1027.916333	617.9881328	1645.904465
TCGA-IB-7647-01	823.9566858	852.1818261	1676.138512
TCGA-IB-7649-01	1012.071958	1024.796595	2036.868553
TCGA-IB-7651-01	865.292972	746.1382621	1611.431234
TCGA-IB-7652-01	851.8378226	675.4636683	1527.301491
TCGA-IB-7654-01	749.7138956	-268.5948575	481.1190381
TCGA-IB-7885-01	962.673557	713.7819642	1676.455521
TCGA-IB-7886-01	717.1053517	268.7136969	985.8190485
TCGA-IB-7887-01	421.7160212	-93.98868687	327.7273344
TCGA-IB-7888-01	1451.754954	1295.686704	2747.441658
TCGA-IB-7889-01	559.9031918	984.6517835	1544.554975
TCGA-IB-7890-01	1307.146039	153.0646897	1460.210729
TCGA-IB-7891-01	1184.025603	990.2710281	2174.296631
TCGA-IB-7893-01	1504.944289	146.8643839	1651.808673
TCGA-IB-7897-01	1474.677327	1077.974372	2552.651699
TCGA-IB-8126-01	985.3903195	906.8838423	1892.274162
TCGA-IB-8127-01	616.0521614	398.4128801	1014.465042
TCGA-IB-A5SO-01	1147.904949	693.1445696	1841.049518
TCGA-IB-A5SP-01	-800.4731537	-233.1659518	-1033.639106
TCGA-IB-A5SQ-01	1001.463016	476.729251	1478.192268
TCGA-IB-A5SS-01	917.440835	309.9494524	1227.390287
TCGA-IB-A5ST-01	1171.233647	1570.079079	2741.312726
TCGA-IB-A6UF-01	-411.1892772	-383.7784026	-794.9676798
TCGA-IB-A6UG-01	-533.3494865	-224.6498769	-757.9993634
TCGA-IB-A7LX-01	-598.038246	-619.3595774	-1217.397823
TCGA-IB-A7M4-01	-408.4665927	83.34809683	-325.1184959
