sample	Cuproptosis_activity_score
TCGA.XU.A92U.01	0.398683361
TCGA.XU.A92V.01	0.543955541
TCGA.XU.A92W.01	1.111739567
TCGA.XU.A92X.01	1.162430879
TCGA.XU.A92Y.01	1.372329691
TCGA.XU.A92Z.01	-1.24645822
TCGA.XU.A930.01	1.415313462
TCGA.XU.A931.01	1.131680583
TCGA.XU.A932.01	1.038334048
TCGA.XU.A933.01	0.778625095
TCGA.XU.A936.01	0.894275484
TCGA.XU.AAXV.01	0.967167358
TCGA.XU.AAXW.01	0.963156165
TCGA.XU.AAXX.01	0.908222469
TCGA.XU.AAXY.01	0.924700769
TCGA.XU.AAXZ.01	0.240459321
TCGA.XU.AAY0.01	0.398706396
TCGA.XU.AAY1.01	0.383073988
TCGA.YT.A95D.01	-1.033017417
TCGA.YT.A95E.01	1.002365579
TCGA.YT.A95F.01	-0.860320483
TCGA.YT.A95G.01	1.071001226
TCGA.YT.A95H.01	0.735672337
TCGA.ZB.A961.01	1.399560681
TCGA.ZB.A962.01	0.028866
TCGA.ZB.A963.01	0.12308498
TCGA.ZB.A964.01	-0.644740733
TCGA.ZB.A965.01	-0.752555701
TCGA.ZB.A966.01	-0.641852538
TCGA.ZB.A969.01	-0.086142737
TCGA.ZB.A96A.01	1.111492852
TCGA.ZB.A96B.01	0.675538745
TCGA.ZB.A96C.01	-0.886404465
TCGA.ZB.A96D.01	-0.163498633
TCGA.ZB.A96E.01	1.157117381
TCGA.ZB.A96F.01	0.982281979
TCGA.ZB.A96G.01	0.842431574
TCGA.ZB.A96H.01	0.861436925
TCGA.ZB.A96I.01	0.986404142
TCGA.ZB.A96K.01	-0.737974682
TCGA.ZB.A96L.01	0.483207895
TCGA.ZB.A96M.01	-0.979612776
TCGA.ZB.A96O.01	0.984058234
TCGA.ZB.A96P.01	0.897028563
TCGA.ZB.A96Q.01	-0.948815382
TCGA.ZB.A96R.01	0.841516324
TCGA.ZB.A96V.01	0.190733733
TCGA.ZC.AAA7.01	1.031654309
TCGA.ZC.AAAA.01	0.967131441
TCGA.ZC.AAAF.01	1.155527022
TCGA.ZC.AAAH.01	1.037186048
TCGA.ZL.A9V6.01	-0.622696235
TCGA.ZT.A8OM.01	0.327637675
TCGA.3X.AAV9.01	0.115149689
TCGA.3X.AAVA.01	1.015436542
TCGA.3X.AAVB.01	-0.037152085
TCGA.3X.AAVC.01	0.209816862
TCGA.3X.AAVE.01	-1.34838665
TCGA.4G.AAZO.01	-0.071556591
TCGA.4G.AAZT.01	-0.005496346
TCGA.W5.AA2G.01	0.660807222
TCGA.W5.AA2H.01	0.015627993
TCGA.W5.AA2I.01	-0.743010549
TCGA.W5.AA2I.11	1.409231125
TCGA.W5.AA2O.01	0.071081005
TCGA.W5.AA2Q.01	-1.02003568
TCGA.W5.AA2Q.11	1.332075791
TCGA.W5.AA2R.01	-0.713749778
TCGA.W5.AA2R.11	1.491322387
TCGA.W5.AA2T.01	-0.973397309
TCGA.W5.AA2U.01	-0.994770806
TCGA.W5.AA2U.11	1.401267119
TCGA.W5.AA2W.01	0.214669253
TCGA.W5.AA2X.01	0.051354262
TCGA.W5.AA2X.11	1.621082317
TCGA.W5.AA2Z.01	0.106523802
TCGA.W5.AA30.01	-0.932989383
TCGA.W5.AA30.11	1.397325644
TCGA.W5.AA31.01	-1.290296269
TCGA.W5.AA31.11	1.728130215
TCGA.W5.AA33.01	-1.138458689
TCGA.W5.AA34.01	0.248764985
TCGA.W5.AA34.11	1.575605899
TCGA.W5.AA36.01	1.444752563
TCGA.W5.AA38.01	0.744908799
TCGA.W5.AA39.01	1.334903975
TCGA.W6.AA0S.01	0.93724069
TCGA.WD.A7RX.01	0.103859772
TCGA.YR.A95A.01	0.834669475
TCGA.ZD.A8I3.01	-0.071578074
TCGA.ZH.A8Y1.01	-1.112132506
TCGA.ZH.A8Y2.01	-0.256288643
TCGA.ZH.A8Y4.01	0.857951537
TCGA.ZH.A8Y5.01	0.225136067
TCGA.ZH.A8Y6.01	0.064539775
TCGA.ZH.A8Y8.01	-0.84296694
TCGA.ZU.A8S4.01	0.230988296
TCGA.ZU.A8S4.11	1.599220372
TCGA.IC.A6RF.01	-1.062748179
TCGA.IC.A6RF.11	-0.798754976
TCGA.L5.A88T.01	-1.193077904
TCGA.CG.4460.01	-0.061931239
TCGA.CG.5716.01	-0.042668243
TCGA.HF.7131.01	-1.084678921
TCGA.EJ.A65B.01	0.215607749
TCGA.EJ.A65D.01	1.199687767
TCGA.FC.A66V.01	0.433314446
TCGA.FC.A6HD.01	1.156998742
TCGA.G9.6347.01	0.218977277
TCGA.G9.6379.01	-0.041557807
TCGA.H9.A6BY.01	0.292785204
TCGA.HC.A6AL.01	1.006571783
TCGA.HC.A6AN.01	0.892067341
TCGA.HC.A6AO.01	1.109360873
TCGA.HC.A6AP.01	1.219145375
TCGA.HC.A6AQ.01	1.209358138
TCGA.HC.A6AS.01	0.913336696
TCGA.HC.A6HX.01	0.261425876
TCGA.HC.A6HY.01	0.854813009
TCGA.J4.A67K.01	0.799992268
TCGA.J4.A67L.01	0.914985963
TCGA.J4.A67M.01	0.308083764
TCGA.J4.A67N.01	0.812053008
TCGA.J4.A67O.01	0.323475308
TCGA.J4.A67Q.01	0.27383097
TCGA.J4.A67R.01	0.268780042
TCGA.J4.A67S.01	0.13920757
TCGA.J4.A6M7.01	-0.768685854
TCGA.KK.A6E3.01	0.647293201
TCGA.KK.A6E4.01	0.390772898
TCGA.KK.A6E7.01	-0.155275301
TCGA.KK.A6E8.01	1.147765667
TCGA.QU.A6IL.01	0.28745793
TCGA.QU.A6IM.01	0.127815788
TCGA.QU.A6IN.01	-0.071245417
TCGA.QU.A6IO.01	0.022649787
TCGA.QU.A6IP.01	1.034186258
TCGA.A6.2671.01	-0.77590416
TCGA.A6.2672.01	-0.144994377
TCGA.A6.2674.01	-0.214463955
TCGA.A6.2676.01	1.11654474
TCGA.A6.2677.01	1.0663159
TCGA.A6.2678.01	0.133160053
TCGA.A6.2679.01	0.150611532
TCGA.A6.2680.01	0.850448242
TCGA.A6.2681.01	-0.02309342
TCGA.A6.2683.01	0.173826402
TCGA.A6.3807.01	-0.130466825
TCGA.A6.3808.01	0.369955446
TCGA.A6.3809.01	0.082116022
TCGA.A6.3810.01	0.191203533
TCGA.A6.4107.01	1.214506187
TCGA.AA.3488.01	0.352341946
TCGA.AA.3494.01	1.306546849
TCGA.AA.3510.01	1.020194194
TCGA.AA.3514.01	0.116827486
TCGA.AA.3517.01	0.235521591
TCGA.AA.3518.01	0.963756811
TCGA.AA.3519.01	1.075644538
TCGA.AA.3520.01	0.234549212
TCGA.AA.3521.01	-0.653119575
TCGA.AA.3522.01	0.410687179
TCGA.AA.3524.01	0.399450049
TCGA.AA.3525.01	1.035256368
TCGA.AA.3527.01	0.396192037
TCGA.AA.3529.01	0.255731012
TCGA.AA.3530.01	0.333907735
TCGA.AA.3531.01	0.938220248
TCGA.AA.3532.01	0.043761668
TCGA.AA.3534.01	0.934023925
TCGA.AA.3538.01	0.148636809
TCGA.AA.3542.01	1.13552891
TCGA.AA.3543.01	0.127042851
TCGA.AA.3544.01	1.119853091
TCGA.AA.3548.01	1.180213815
TCGA.AA.3549.01	0.298264357
TCGA.AA.3552.01	0.24392491
TCGA.AA.3553.01	0.313621026
TCGA.AA.3555.01	0.832282335
TCGA.AA.3560.01	1.139586581
TCGA.AA.3561.01	1.054648337
TCGA.AA.3664.01	-0.099446329
TCGA.AA.3666.01	0.167430111
TCGA.AA.3667.01	-0.754173908
TCGA.AA.3673.01	0.197801212
TCGA.AA.3678.01	0.176452543
TCGA.AA.3679.01	1.01680947
TCGA.AA.3680.01	-0.070842477
TCGA.AA.3681.01	-0.039211875
TCGA.AA.3684.01	-0.063612915
TCGA.AA.3688.01	0.994340831
TCGA.AA.3692.01	1.317279513
TCGA.AA.3693.01	0.951148371
TCGA.AA.3695.01	-0.074785137
TCGA.AA.3696.01	-0.099953009
TCGA.AA.3710.01	0.022926761
TCGA.AA.3715.01	-1.370983782
TCGA.AA.3811.01	-0.192638434
TCGA.AA.3812.01	-0.702800051
TCGA.AA.3814.01	0.211182091
TCGA.AA.3815.01	-0.007978055
TCGA.AA.3818.01	0.766097503
TCGA.AA.3819.01	0.864167695
TCGA.AA.3821.01	-0.063667764
TCGA.AA.3831.01	1.097914855
TCGA.AA.3833.01	-0.212150499
TCGA.AA.3837.01	0.017236709
TCGA.AA.3841.01	0.01092946
TCGA.AA.3842.01	0.084996121
TCGA.AA.3844.01	0.238826051
TCGA.AA.3845.01	-0.461380419
TCGA.AA.3846.01	0.078248328
TCGA.AA.3848.01	-0.092301204
TCGA.AA.3850.01	1.096102502
TCGA.AA.3851.01	1.412847829
TCGA.AA.3852.01	1.015865328
TCGA.AA.3854.01	0.90873379
TCGA.AA.3855.01	0.979336734
TCGA.AA.3856.01	0.029870719
TCGA.AA.3858.01	0.995887858
TCGA.AA.3861.01	0.023098885
TCGA.AA.3862.01	1.139820289
TCGA.AA.3864.01	0.198401156
TCGA.AA.3866.01	1.103631834
TCGA.AA.3867.01	-0.231657511
TCGA.AA.3869.01	0.407217416
TCGA.AA.3870.01	-1.01696109
TCGA.AA.3872.01	-0.837712537
TCGA.AA.3875.01	1.007672401
TCGA.AA.3877.01	1.169046463
TCGA.AA.3930.01	-0.188245855
TCGA.AA.3939.01	0.361507733
TCGA.AA.3941.01	-0.063031706
TCGA.AA.3947.01	0.916732947
TCGA.AA.3949.01	0.360559118
TCGA.AA.3950.01	0.318217539
TCGA.AA.3952.01	1.226007005
TCGA.AA.3955.01	1.006583741
TCGA.AA.3956.01	0.345717952
TCGA.AA.3966.01	-1.050963909
TCGA.AA.3968.01	0.277423553
TCGA.AA.3970.01	0.02336835
TCGA.AA.3971.01	1.057529553
TCGA.AA.3973.01	1.07163314
TCGA.AA.3975.01	-0.217487636
TCGA.AA.3976.01	0.391587501
TCGA.AA.3977.01	0.007370992
TCGA.AA.3979.01	0.030333036
TCGA.AA.3980.01	1.019534188
TCGA.AA.3982.01	1.112530338
TCGA.AA.3984.01	0.067167307
TCGA.AA.3986.01	0.243306529
TCGA.AA.3989.01	1.092813906
TCGA.AA.3994.01	-0.073033213
TCGA.AA.A004.01	-0.990790136
TCGA.AA.A00A.01	1.048125621
TCGA.AA.A00D.01	-0.105624876
TCGA.AA.A00E.01	-0.038863318
TCGA.AA.A00F.01	0.013163168
TCGA.AA.A00J.01	1.073509401
TCGA.AA.A00K.01	1.082008734
TCGA.AA.A00L.01	0.221446356
TCGA.AA.A00N.01	0.008794007
TCGA.AA.A00O.01	-0.02675479
TCGA.AA.A00Q.01	0.255717896
TCGA.AA.A00R.01	0.829693252
TCGA.AA.A00U.01	0.101883197
TCGA.AA.A00W.01	-0.074743889
TCGA.AA.A00Z.01	0.033444689
TCGA.AA.A010.01	0.149552808
TCGA.AA.A017.01	0.160969989
TCGA.AA.A01C.01	0.552965219
TCGA.AA.A01D.01	-0.297198792
TCGA.AA.A01F.01	0.011084306
TCGA.AA.A01G.01	-0.241546251
TCGA.AA.A01I.01	0.33438435
TCGA.AA.A01K.01	0.032291232
TCGA.AA.A01Q.01	0.179057322
TCGA.AA.A01R.01	0.133518958
TCGA.AA.A01S.01	-0.042507075
TCGA.AA.A01T.01	1.015430547
TCGA.AA.A01V.01	-0.076415035
TCGA.AA.A022.01	0.929288916
TCGA.AA.A024.01	0.909760715
TCGA.AA.A029.01	0.060940815
TCGA.AA.A02E.01	1.103600504
TCGA.AA.A02F.01	0.010822538
TCGA.AA.A02H.01	0.051071061
TCGA.AA.A02J.01	1.121864344
TCGA.AA.A02O.01	0.276927115
TCGA.AA.A02R.01	0.998542937
TCGA.AA.A02W.01	0.112412251
TCGA.AA.A03F.01	0.602817909
TCGA.AA.A03J.01	-0.727884384
TCGA.AY.4070.01	-0.159316699
TCGA.AY.4071.01	0.865228362
TCGA.AZ.4308.01	0.213134017
TCGA.AZ.4681.01	1.366445991
TCGA.CM.4746.01	1.256436886
TCGA.CM.4748.01	0.919380945
TCGA.CM.4750.01	1.305821478
TCGA.CM.4752.01	0.986677134
TCGA.CM.5341.01	1.255737036
TCGA.A5.A0G1.01	0.199796767
TCGA.A5.A0G2.01	0.071979001
TCGA.A5.A0G3.01	-1.104320708
TCGA.A5.A0G5.01	-1.058055632
TCGA.A5.A0G9.01	-0.028933342
TCGA.A5.A0GA.01	-0.775374072
TCGA.A5.A0GB.01	1.238713625
TCGA.A5.A0GD.01	0.982583143
TCGA.A5.A0GE.01	0.963224921
TCGA.A5.A0GG.01	0.669006352
TCGA.A5.A0GH.01	0.045436942
TCGA.A5.A0GI.01	0.244757131
TCGA.A5.A0GJ.01	0.067327961
TCGA.A5.A0GM.01	0.554980762
TCGA.A5.A0GN.01	0.326701976
TCGA.A5.A0GP.01	1.296493925
TCGA.A5.A0GQ.01	0.20626962
TCGA.A5.A0GR.01	0.224500608
TCGA.A5.A0GU.01	0.014280376
TCGA.A5.A0GV.01	0.383427628
TCGA.A5.A0GW.01	1.014091284
TCGA.A5.A0GX.01	0.014300857
TCGA.A5.A0R6.01	-1.323454785
TCGA.A5.A0R7.01	-0.07636823
TCGA.A5.A0R8.01	0.2802074
TCGA.A5.A0R9.01	0.381792924
TCGA.A5.A0RA.01	0.745175592
TCGA.A5.A0VO.01	1.271022876
TCGA.A5.A0VP.01	0.774838413
TCGA.A5.A0VQ.01	0.189805516
TCGA.A5.A1OF.01	0.023576089
TCGA.A5.A1OG.01	0.743253578
TCGA.A5.A1OJ.01	0.000408728
TCGA.A5.A1OK.01	-0.843122865
TCGA.AJ.A23M.01	-0.371293713
TCGA.AJ.A23O.01	0.218889466
TCGA.AJ.A2QK.01	0.353813645
TCGA.AJ.A2QL.01	0.778707811
TCGA.AJ.A2QL.11	0.869876464
TCGA.AJ.A2QN.01	0.160713607
TCGA.AP.A051.01	0.912714013
TCGA.AP.A052.01	0.216127153
TCGA.AP.A054.01	-0.864018721
TCGA.AP.A056.01	0.668586092
TCGA.AP.A059.01	1.237826395
TCGA.AP.A05A.01	0.02764432
TCGA.AP.A05D.01	-1.159635761
TCGA.AP.A05H.01	-0.98213398
TCGA.AP.A05J.01	0.232358675
TCGA.AP.A05N.01	0.53017996
TCGA.AP.A05O.01	0.962873848
TCGA.AP.A05P.01	0.285614036
TCGA.AP.A0L8.01	-0.153687747
TCGA.AP.A0L9.01	-0.18195082
TCGA.AP.A0LD.01	0.348020392
TCGA.AP.A0LE.01	0.380821594
TCGA.AP.A0LF.01	-1.005292457
TCGA.AP.A0LG.01	0.376923437
TCGA.AP.A0LH.01	0.217431589
TCGA.AP.A0LI.01	-0.777226501
TCGA.AP.A0LJ.01	-0.214344343
TCGA.AP.A0LL.01	0.351874411
TCGA.AP.A0LM.01	0.115872411
TCGA.AP.A0LN.01	0.180990835
TCGA.AP.A0LO.01	1.329861734
TCGA.AP.A0LP.01	0.914716002
TCGA.AP.A0LS.01	0.310915387
TCGA.AP.A0LT.01	0.998704777
TCGA.AP.A0LV.01	0.331297173
TCGA.AP.A1DH.01	0.473774254
TCGA.AP.A1DK.01	0.397920378
TCGA.AP.A1DM.01	0.470635694
TCGA.AP.A1DO.01	1.118183268
TCGA.AP.A1DP.01	0.24477629
TCGA.AP.A1DQ.01	-0.175409851
TCGA.AP.A1DR.01	1.034678983
TCGA.AP.A1DV.01	1.016047632
TCGA.AP.A1E0.01	0.252234565
TCGA.AP.A1E1.01	0.183199473
TCGA.AP.A1E3.01	0.790948565
TCGA.AP.A1E4.01	0.469691207
TCGA.AW.A1PO.01	-1.365447977
TCGA.AX.A05S.01	-0.105272622
TCGA.AX.A05T.01	0.831026403
TCGA.AX.A05U.01	0.220733714
TCGA.AX.A05Y.01	-0.174829979
TCGA.AX.A05Z.01	-0.034824498
TCGA.AX.A060.01	0.934349976
TCGA.AX.A062.01	0.881279184
TCGA.AX.A063.01	0.272196468
TCGA.AX.A064.01	1.143988866
TCGA.AX.A06B.01	-0.557579904
TCGA.AX.A06F.01	1.086227799
TCGA.AX.A06H.01	1.120392595
TCGA.AX.A06J.01	-1.05725795
TCGA.AX.A06L.01	-0.038111121
TCGA.AX.A0IS.01	0.368230117
TCGA.AX.A0IU.01	0.149246415
TCGA.AX.A0IW.01	0.052622921
TCGA.AX.A0IZ.01	0.429997013
TCGA.AX.A0J0.01	0.892648988
TCGA.AX.A0J1.01	1.01541767
TCGA.AX.A1C4.01	0.931059072
TCGA.AX.A1C5.01	1.063117919
TCGA.AX.A1C8.01	0.231347092
TCGA.AX.A1C9.01	-0.076066436
TCGA.AX.A1CA.01	-1.078018519
TCGA.AX.A1CC.01	-1.555978185
TCGA.AX.A1CE.01	1.392957403
TCGA.AX.A1CF.01	-0.919999399
TCGA.AX.A1CF.11	0.025967398
TCGA.AX.A1CI.01	0.275646445
TCGA.AX.A1CI.11	-0.769767801
TCGA.AX.A1CJ.01	0.396912156
TCGA.AX.A1CK.01	0.51528378
TCGA.AX.A1CK.11	-0.594028535
TCGA.AX.A1CN.01	-0.053358097
TCGA.AX.A2H2.01	1.038218999
TCGA.AX.A2H5.01	-0.586502725
TCGA.AX.A2H7.01	1.12357051
TCGA.AX.A2HA.01	0.05715839
TCGA.AX.A2HA.11	0.076432522
TCGA.AX.A2HC.01	-0.355907127
TCGA.AX.A2HD.01	0.060009214
TCGA.AX.A2HG.01	0.885468114
TCGA.AX.A2HJ.01	0.423171454
TCGA.AX.A2HK.01	-0.051023005
TCGA.AX.A2IO.01	0.116223706
TCGA.B5.A0JS.01	-0.127759368
TCGA.B5.A0JT.01	0.788117932
TCGA.B5.A0JU.01	0.341041886
TCGA.B5.A0JV.01	0.264233669
TCGA.B5.A0JX.01	-0.087992736
TCGA.B5.A0JY.01	0.197145649
TCGA.B5.A0JZ.01	0.221587233
TCGA.B5.A0K0.01	-0.994631382
TCGA.B5.A0K1.01	-0.026531385
TCGA.B5.A0K2.01	0.59127043
TCGA.B5.A0K3.01	-0.323587886
TCGA.B5.A0K4.01	1.032583661
TCGA.B5.A0K6.01	0.090758341
TCGA.B5.A0K7.01	0.477193052
TCGA.B5.A0K8.01	-0.097515094
TCGA.B5.A11E.01	-0.226364455
TCGA.B5.A11F.01	0.396555856
TCGA.B5.A11G.01	0.259849133
TCGA.B5.A11H.01	1.106717313
TCGA.B5.A11I.01	-0.858308385
TCGA.B5.A11J.01	1.163019447
TCGA.B5.A11L.01	0.027265945
TCGA.B5.A11M.01	-0.128329437
TCGA.B5.A11N.01	-0.072364592
TCGA.B5.A11O.01	0.001125101
TCGA.B5.A11P.01	0.430624462
TCGA.B5.A11Q.01	0.279577543
TCGA.B5.A11S.01	0.374481279
TCGA.B5.A11U.01	-0.20393401
TCGA.B5.A11V.01	0.334799556
TCGA.B5.A11W.01	-0.231592049
TCGA.B5.A11X.01	0.884511902
TCGA.B5.A11Y.01	0.666599336
TCGA.B5.A11Z.01	-0.03040482
TCGA.B5.A121.01	0.684076827
TCGA.B5.A1MR.01	-0.838997218
TCGA.B5.A1MU.01	-0.924431646
TCGA.B5.A1MV.01	0.930393502
TCGA.B5.A1MX.01	1.179570979
TCGA.B5.A1MY.01	-1.145332775
TCGA.B5.A1MZ.01	-0.79288281
TCGA.B5.A1N2.01	-0.162077811
TCGA.BG.A0LW.01	-0.009752515
TCGA.BG.A0LX.01	0.459051002
TCGA.BG.A0M0.01	0.515444642
TCGA.BG.A0M2.01	0.944772257
TCGA.BG.A0M3.01	0.609933468
TCGA.BG.A0M4.01	-0.781811537
TCGA.BG.A0M6.01	-1.260205036
TCGA.BG.A0M7.01	0.074688004
TCGA.BG.A0M9.01	0.347532743
TCGA.BG.A0MA.01	0.462130894
TCGA.BG.A0MC.01	-0.223988808
TCGA.BG.A0MG.01	0.242673286
TCGA.BG.A0MH.01	-1.103338116
TCGA.BG.A0MI.01	-0.003584572
TCGA.BG.A0MO.01	0.221180138
TCGA.BG.A0MQ.01	1.009689121
TCGA.BG.A0MT.01	1.113474265
TCGA.BG.A0MU.01	0.414300977
TCGA.BG.A0RY.01	-0.566334164
TCGA.BG.A0VT.01	1.048701069
TCGA.BG.A0VV.01	0.278662499
TCGA.BG.A0VW.01	0.05131214
TCGA.BG.A0VX.01	0.07696855
TCGA.BG.A0VZ.01	0.504152071
TCGA.BG.A0W1.01	0.392923885
TCGA.BG.A0W2.01	0.564916768
TCGA.BG.A0YU.01	0.165763084
TCGA.BG.A0YV.01	-0.978538905
TCGA.BG.A186.01	0.247360989
TCGA.BG.A187.01	0.14785827
TCGA.BG.A18A.01	-0.103099437
TCGA.BG.A18B.01	0.577315399
TCGA.BG.A18C.01	0.056883368
TCGA.BG.A222.01	-1.203925627
TCGA.BG.A2AD.01	-1.005968945
TCGA.BG.A2AE.01	-0.426787476
TCGA.BG.A2L7.01	0.016338299
TCGA.BK.A0C9.01	0.142963717
TCGA.BK.A0CA.01	-0.696683949
TCGA.BK.A0CB.01	-0.057130846
TCGA.BK.A0CB.11	-0.131301284
TCGA.BK.A0CC.01	-1.543382502
TCGA.BK.A139.01	-0.120347279
TCGA.BK.A13C.01	-0.829906916
TCGA.BK.A13C.11	0.036980694
TCGA.BK.A26L.01	-1.116187611
TCGA.BS.A0T9.01	-0.275876754
TCGA.BS.A0TA.01	0.805906654
TCGA.BS.A0TC.01	0.270875853
TCGA.BS.A0TD.01	0.111227197
TCGA.BS.A0TE.01	0.323723253
TCGA.BS.A0TG.01	-0.952469178
TCGA.BS.A0TI.01	0.06130469
TCGA.BS.A0TJ.01	0.937915189
TCGA.BS.A0U5.01	0.892136454
TCGA.BS.A0U7.01	0.148280171
TCGA.BS.A0U8.01	0.360675817
TCGA.BS.A0U9.01	0.180164116
TCGA.BS.A0UA.01	0.173982961
TCGA.BS.A0UF.01	0.151977483
TCGA.BS.A0UJ.01	0.27728563
TCGA.BS.A0UL.01	0.188186616
TCGA.BS.A0UM.01	0.332688594
TCGA.BS.A0UT.01	0.217158813
TCGA.BS.A0UV.01	-0.904465334
TCGA.BS.A0V6.01	0.984608772
TCGA.BS.A0V8.01	0.833095806
TCGA.BS.A0VI.01	0.10179264
TCGA.BS.A0WQ.01	0.353850412
TCGA.D1.A0ZN.01	-0.19667038
TCGA.D1.A0ZO.01	0.099883674
TCGA.D1.A0ZP.01	-1.07616109
TCGA.D1.A0ZQ.01	0.325650242
TCGA.D1.A0ZR.01	0.012223435
TCGA.D1.A0ZS.01	0.150638906
TCGA.D1.A0ZU.01	0.137170909
TCGA.D1.A0ZV.01	0.15548617
TCGA.D1.A0ZZ.01	-0.305150633
TCGA.D1.A101.01	0.138367556
TCGA.D1.A102.01	0.035688995
TCGA.D1.A103.01	1.269669058
TCGA.D1.A15V.01	-0.949885268
TCGA.D1.A15W.01	-0.240522213
TCGA.D1.A15X.01	-1.242444019
TCGA.D1.A15Z.01	0.020579936
TCGA.D1.A160.01	1.355898898
TCGA.D1.A161.01	0.079458593
TCGA.D1.A162.01	0.114422857
TCGA.D1.A163.01	-0.110558923
TCGA.D1.A165.01	0.295025917
TCGA.D1.A167.01	0.5758911
TCGA.D1.A168.01	-1.053097883
TCGA.D1.A169.01	-0.344350565
TCGA.D1.A16B.01	-0.127829585
TCGA.D1.A16D.01	0.18749312
TCGA.D1.A16E.01	-1.004882226
TCGA.D1.A16F.01	-1.111162242
TCGA.D1.A16G.01	-0.252187052
TCGA.D1.A16I.01	-0.149377645
TCGA.D1.A16J.01	-1.002888461
TCGA.D1.A16N.01	-0.968144128
TCGA.D1.A16O.01	0.123989604
TCGA.D1.A16Q.01	0.174355089
TCGA.D1.A16R.01	0.169531835
TCGA.D1.A16S.01	0.201609944
TCGA.D1.A16V.01	0.267392797
TCGA.D1.A16X.01	-0.303881628
TCGA.D1.A16Y.01	-0.105916264
TCGA.D1.A174.01	0.168636703
TCGA.D1.A175.01	0.135487788
TCGA.D1.A176.01	-0.107301717
TCGA.D1.A177.01	0.263248654
TCGA.D1.A179.01	-0.823439288
TCGA.D1.A17A.01	-0.837881737
TCGA.D1.A17B.01	-0.172807844
TCGA.D1.A17C.01	-0.077853928
TCGA.D1.A17D.01	0.044197789
TCGA.D1.A17F.01	-0.046268812
TCGA.D1.A17H.01	0.658198382
TCGA.D1.A17K.01	0.292730389
TCGA.D1.A17L.01	0.363043522
TCGA.D1.A17M.01	0.002984578
TCGA.D1.A17N.01	-0.062837543
TCGA.D1.A17Q.01	-0.184656037
TCGA.D1.A17R.01	-0.178553411
TCGA.D1.A17S.01	0.421236144
TCGA.D1.A17T.01	-0.190226729
TCGA.D1.A17U.01	-0.185620406
TCGA.D1.A1NS.01	-0.082090563
TCGA.D1.A1NU.01	-0.00588759
TCGA.D1.A1NW.01	0.777354749
TCGA.D1.A1NX.01	0.643316177
TCGA.D1.A1NY.01	0.210392598
TCGA.D1.A1NZ.01	0.372353116
TCGA.D1.A1O0.01	-0.076259848
TCGA.D1.A1O5.01	0.048953908
TCGA.D1.A1O7.01	0.229571312
TCGA.D1.A1O8.01	-0.008113762
TCGA.D1.A2G5.01	0.005653493
TCGA.D1.A2G6.01	-0.897597875
TCGA.D1.A2G7.01	0.22490892
TCGA.DF.A2KS.01	-0.394416546
TCGA.DI.A0WH.01	0.46746793
TCGA.DI.A1BY.01	-0.008830884
TCGA.DI.A1NN.01	-0.146738292
TCGA.DI.A1NO.01	0.127823595
TCGA.DI.A2QU.01	1.036365636
TCGA.DI.A2QU.11	-0.828806202
TCGA.E6.A1LX.01	1.254150811
TCGA.E6.A1LZ.01	-0.375931334
TCGA.E6.A1M0.01	1.247243298
TCGA.E6.A1M0.11	-0.752848701
TCGA.EC.A1NJ.01	1.151006052
TCGA.EC.A1QX.01	-0.281176145
TCGA.EC.A24G.01	0.063042289
TCGA.EO.A1Y5.01	0.894592581
TCGA.EO.A1Y8.01	-0.832236833
TCGA.EO.A22R.01	0.093861948
TCGA.EO.A22S.01	0.30311353
TCGA.EO.A22T.01	-0.087975303
TCGA.EO.A2CG.01	0.712899719
TCGA.EO.A2CH.01	-0.033406242
TCGA.EY.A1GC.01	1.372647199
TCGA.EY.A1GD.01	-1.013024303
TCGA.EY.A1GE.01	-0.107949966
TCGA.EY.A1GF.01	0.627199905
TCGA.EY.A1GH.01	1.258346883
TCGA.EY.A1GI.01	1.063444092
TCGA.EY.A1GK.01	0.953968337
TCGA.EY.A1GM.01	-1.185016044
TCGA.EY.A1GQ.01	0.489779759
TCGA.EY.A1GR.01	-0.17337993
TCGA.EY.A1GS.01	-0.052173782
TCGA.EY.A1GT.01	-0.463567265
TCGA.EY.A1GU.01	-1.021888104
TCGA.EY.A1GV.01	-1.510194075
TCGA.EY.A1GW.01	0.172282016
TCGA.EY.A1H0.01	0.081159884
TCGA.EY.A212.01	-0.226619414
TCGA.EY.A214.01	-0.212044487
TCGA.EY.A215.01	0.946957913
TCGA.EY.A2OM.01	-0.932705548
TCGA.FI.A2CX.01	-0.271657298
TCGA.FI.A2CY.01	-0.323168266
TCGA.FI.A2D0.01	-1.314497786
TCGA.FI.A2D2.01	-0.939046075
TCGA.FI.A2D4.01	1.001878056
TCGA.FI.A2D5.01	0.248834605
TCGA.FI.A2D6.01	-0.796018305
TCGA.FI.A2EU.01	-0.878137104
TCGA.FI.A2EW.01	-1.111004776
TCGA.FI.A2EX.01	-0.12920349
TCGA.FI.A2F4.01	1.002513489
TCGA.FI.A2F8.01	-0.711278462
TCGA.FI.A2F9.01	-0.819218795
TCGA.FL.A1YM.11	-0.920140093
TCGA.AF.2691.01	-0.179344365
TCGA.AF.2692.01	0.676964763
TCGA.AF.3400.01	-0.049514334
TCGA.AG.3574.01	1.15606321
TCGA.AG.3575.01	-0.181352528
TCGA.AG.3578.01	0.142373874
TCGA.AG.3580.01	0.969944586
