sample	Cuproptosis_positive	Cuproptosis_negative	Cuproptosis_activity_score
TCGA-SY-A9G0-01	-0.50326381	0.595275339	-1.098539149
TCGA-SY-A9G5-01	-0.663389839	-0.794890232	0.131500393
TCGA-UY-A78K-01	-0.256856211	0.386355038	-0.643211249
TCGA-UY-A78L-01	-0.36796801	0.617383198	-0.985351208
TCGA-UY-A78M-01	0.275104115	-0.507045389	0.782149505
TCGA-UY-A78N-01	0.526016587	-0.583789184	1.109805772
TCGA-UY-A78O-01	0.259508789	-0.574989288	0.834498077
TCGA-UY-A78P-01	0.295615532	-0.586736881	0.882352413
TCGA-UY-A8OB-01	-0.408760337	0.48571946	-0.894479798
TCGA-UY-A8OC-01	-0.768262663	-0.364194354	-0.404068309
TCGA-UY-A8OD-01	-0.809423463	-0.793226079	-0.016197384
TCGA-UY-A9PA-01	-0.288817846	0.629627662	-0.918445508
TCGA-UY-A9PB-01	-0.567475179	0.50037656	-1.067851739
TCGA-UY-A9PD-01	0.473076197	-0.745232403	1.2183086
TCGA-UY-A9PE-01	-0.298959387	-0.579920946	0.280961559
TCGA-UY-A9PF-01	0.664345413	-0.361949666	1.02629508
TCGA-UY-A9PH-01	0.208692562	-0.799767314	1.008459876
TCGA-XF-A8HB-01	0.514321236	0.524343212	-0.010021976
TCGA-XF-A8HC-01	-0.371367471	-0.591086951	0.21971948
TCGA-XF-A8HD-01	-0.648317645	0.578078005	-1.22639565
TCGA-XF-A8HE-01	0.436033609	-0.417406708	0.853440317
TCGA-XF-A8HF-01	0.61174181	-0.82542404	1.43716585
TCGA-XF-A8HG-01	0.578071417	-0.80995733	1.388028748
TCGA-XF-A8HH-01	-0.27961959	-0.644401257	0.364781667
TCGA-XF-A8HI-01	-0.265572365	-0.631182815	0.36561045
TCGA-XF-A9SH-01	0.571518478	-0.452881024	1.024399502
TCGA-XF-A9SI-01	-0.290077528	0.69441072	-0.984488248
TCGA-XF-A9SJ-01	-0.323638724	-0.554386495	0.230747772
TCGA-XF-A9SK-01	-0.524796186	-0.7656604	0.240864215
TCGA-XF-A9SL-01	-0.350748683	-0.522239269	0.171490586
TCGA-XF-A9SM-01	-0.613316728	0.514350564	-1.127667292
TCGA-XF-A9SP-01	-0.288888766	-0.420360982	0.131472216
TCGA-XF-A9ST-01	0.583842263	0.471545308	0.112296955
TCGA-XF-A9SU-01	-0.53321544	-0.858612455	0.325397015
TCGA-XF-A9SV-01	-0.529750674	-0.591187273	0.061436599
TCGA-XF-A9SW-01	0.257105328	-0.273552628	0.530657956
TCGA-XF-A9SX-01	-0.51951374	0.537624316	-1.057138056
TCGA-XF-A9SY-01	-0.345558412	0.566676078	-0.91223449
TCGA-XF-A9SZ-01	-0.451332607	-0.394523506	-0.056809101
TCGA-XF-A9T0-01	-0.460532146	-0.635294838	0.174762692
TCGA-XF-A9T2-01	-0.323385102	-0.524486434	0.201101332
TCGA-XF-A9T3-01	-0.680984963	0.550399053	-1.231384016
TCGA-XF-A9T4-01	-0.751861188	-0.449457732	-0.302403456
TCGA-XF-A9T5-01	0.563394183	-0.47598116	1.039375343
TCGA-XF-A9T6-01	-0.324658749	0.453329679	-0.777988428
TCGA-XF-A9T8-01	-0.453046444	-0.615240858	0.162194414
TCGA-XF-AAME-01	-0.59877084	0.387954702	-0.986725542
TCGA-XF-AAMG-01	-0.275294573	-0.575705194	0.300410621
TCGA-XF-AAMH-01	-0.280870906	-0.888015906	0.607145
TCGA-XF-AAMJ-01	-0.582697218	0.724920652	-1.30761787
TCGA-XF-AAML-01	-0.618723306	-0.406362399	-0.212360907
TCGA-XF-AAMQ-01	-0.317851842	-0.715560936	0.397709094
TCGA-XF-AAMR-01	-0.28873825	-0.756918701	0.468180451
TCGA-XF-AAMT-01	-0.72682963	0.664126916	-1.390956546
TCGA-XF-AAMW-01	-0.662452169	0.458345227	-1.120797395
TCGA-XF-AAMX-01	-0.323963427	-0.406837358	0.082873931
TCGA-XF-AAMY-01	-0.51826479	-0.447269358	-0.070995432
TCGA-XF-AAMZ-01	-0.27652331	-0.410646045	0.134122735
TCGA-XF-AAN0-01	-0.460281417	-0.434399178	-0.025882239
TCGA-XF-AAN1-01	0.343908863	-0.605724489	0.949633352
TCGA-XF-AAN2-01	-0.350921662	0.732155262	-1.083076924
TCGA-XF-AAN3-01	-0.494716657	0.828485382	-1.323202039
TCGA-XF-AAN4-01	0.349307862	-0.618888581	0.968196443
TCGA-XF-AAN5-01	-0.260562255	-0.577337414	0.316775158
TCGA-XF-AAN7-01	-0.366390404	0.438024994	-0.804415398
TCGA-XF-AAN8-01	-0.571878371	0.608921035	-1.180799406
TCGA-YC-A89H-01	0.521349709	0.494826591	0.026523118
TCGA-YC-A8S6-01	-0.43654362	0.627627854	-1.064171474
TCGA-YC-A9TC-01	0.711185061	-0.635700577	1.346885638
TCGA-YF-AA3L-01	0.25981503	-0.447671057	0.707486088
TCGA-YF-AA3M-01	0.396631633	0.570074679	-0.173443046
TCGA-ZF-A9R0-01	-0.664252628	-0.665490957	0.001238329
TCGA-ZF-A9R1-01	-0.304977976	-0.76734722	0.462369245
TCGA-ZF-A9R2-01	-0.333237914	-0.358231645	0.024993731
TCGA-ZF-A9R3-01	-0.314745424	-0.610250444	0.29550502
TCGA-ZF-A9R4-01	0.39964476	0.453703471	-0.054058711
TCGA-ZF-A9R5-01	0.440514774	-0.234033433	0.674548208
TCGA-ZF-A9R7-01	-0.529755736	-0.656787704	0.127031968
TCGA-ZF-A9R9-01	-0.570367323	-0.764127169	0.193759847
TCGA-ZF-A9RC-01	-0.621062477	0.493419746	-1.114482223
TCGA-ZF-A9RD-01	0.27069686	0.718039253	-0.447342393
TCGA-ZF-A9RE-01	0.427256773	0.799619862	-0.37236309
TCGA-ZF-A9RF-01	-0.390721105	0.881859904	-1.272581008
TCGA-ZF-A9RL-01	0.302589882	-0.665911457	0.968501338
TCGA-ZF-A9RM-01	0.257823683	0.685183774	-0.427360091
TCGA-ZF-A9RN-01	-0.599956218	-0.663610051	0.063653834
TCGA-ZF-AA4N-01	0.2781068	0.660155532	-0.382048733
TCGA-ZF-AA4R-01	-0.714624381	0.459282227	-1.173906608
TCGA-ZF-AA4T-01	0.392829991	0.595672464	-0.202842473
TCGA-ZF-AA4U-01	0.653150449	-0.644425597	1.297576045
TCGA-ZF-AA4V-01	-0.455997335	0.476373302	-0.932370638
TCGA-ZF-AA4W-01	-0.328375369	0.763219178	-1.091594548
TCGA-ZF-AA4X-01	-0.478543973	0.373905118	-0.852449091
TCGA-ZF-AA51-01	0.27068682	0.705869306	-0.435182486
TCGA-ZF-AA52-01	-0.565222431	0.480773444	-1.045995875
TCGA-ZF-AA53-01	-0.679199258	-0.751046061	0.071846803
TCGA-ZF-AA54-01	0.284532496	-0.687752296	0.972284791
TCGA-ZF-AA56-01	-0.280383662	-0.729546708	0.449163047
TCGA-ZF-AA58-01	-0.514180584	0.757003504	-1.271184089
TCGA-ZF-AA5H-01	-0.72625492	0.736048457	-1.462303377
TCGA-ZF-AA5N-01	0.399985398	-0.333401169	0.733386567
TCGA-ZF-AA5P-01	-0.375656157	0.344166143	-0.7198223
TCGA-FA-8693-01	0.612690161	-0.468924698	1.081614859
TCGA-FA-A4BB-01	0.579757799	0.467412875	0.112344924
TCGA-FA-A4XK-01	0.326524513	0.563276751	-0.236752238
TCGA-FA-A6HN-01	-0.250015312	0.622252107	-0.872267419
TCGA-FA-A6HO-01	0.308997366	0.675638089	-0.366640722
TCGA-FA-A7DS-01	0.411374603	0.745150942	-0.333776339
TCGA-FA-A7Q1-01	0.61243246	-0.329900244	0.942332703
TCGA-FA-A82F-01	0.404225309	0.536213829	-0.13198852
TCGA-FA-A86F-01	-0.360445887	0.657583736	-1.018029624
TCGA-FF-8041-01	0.331005675	-0.356691144	0.687696819
TCGA-FF-8042-01	0.720498674	-0.359925449	1.080424123
TCGA-FF-8043-01	0.557552808	0.34797778	0.209575028
TCGA-FF-8046-01	0.610146062	-0.260039236	0.870185297
TCGA-FF-8047-01	0.62644699	-0.549781722	1.176228712
TCGA-FF-8061-01	0.410298372	-0.26629225	0.676590623
TCGA-FF-8062-01	0.407478006	-0.261527157	0.669005163
TCGA-FF-A7CQ-01	0.514399539	0.657794455	-0.143394917
TCGA-FF-A7CR-01	0.408403258	0.700717703	-0.292314445
TCGA-FF-A7CW-01	0.569803049	0.350315351	0.219487698
TCGA-FF-A7CX-01	0.544827909	-0.506679472	1.051507381
TCGA-FM-8000-01	0.402273231	-0.332741412	0.735014643
TCGA-G8-6324-01	-0.32834627	0.360296369	-0.688642639
TCGA-G8-6325-01	0.522518347	0.589921009	-0.067402662
TCGA-G8-6326-01	0.205882143	0.694047175	-0.488165032
TCGA-G8-6906-01	0.404605868	-0.404213814	0.808819681
TCGA-G8-6907-01	0.561452571	0.539954687	0.021497884
TCGA-G8-6909-01	0.368336371	0.324385684	0.043950687
TCGA-G8-6914-01	0.504199387	0.398628375	0.105571012
TCGA-GR-7351-01	0.683621998	-0.355745521	1.039367519
TCGA-GR-7353-01	0.595700374	-0.652654227	1.248354601
TCGA-GR-A4D4-01	0.358984351	0.622644952	-0.263660601
TCGA-GR-A4D5-01	0.440393361	-0.324719858	0.765113219
TCGA-GR-A4D6-01	0.369111762	-0.388647358	0.75775912
TCGA-GR-A4D9-01	0.413109993	0.68489376	-0.271783768
TCGA-GS-A9TQ-01	0.724315943	-0.328241759	1.052557702
TCGA-GS-A9TT-01	0.399119811	0.736207213	-0.337087402
TCGA-GS-A9TU-01	0.277883261	0.5233685	-0.24548524
TCGA-GS-A9TV-01	0.382621355	0.646118492	-0.263497138
TCGA-GS-A9TW-01	0.460040428	0.736758312	-0.276717884
TCGA-GS-A9TX-01	-0.253044958	0.601616557	-0.854661516
TCGA-GS-A9TY-01	0.57965008	0.351540016	0.228110064
TCGA-GS-A9TZ-01	0.278049733	0.755832278	-0.477782545
TCGA-GS-A9U3-01	0.423401981	0.739800598	-0.316398617
TCGA-GS-A9U4-01	-0.248300361	0.763293433	-1.011593794
TCGA-RQ-A68N-01	0.557052735	-0.570755006	1.127807741
TCGA-RQ-A6JB-01	0.461455604	-0.311576249	0.773031853
TCGA-RQ-AAAT-01	0.660171152	-0.442696834	1.102867986
TCGA-VB-A8QN-01	0.717864233	0.579475756	0.138388478
TCGA-2E-A9G8-01	0.415676791	-0.470046244	0.885723035
TCGA-4E-A92E-01	-0.623381623	-0.636675985	0.013294362
TCGA-5B-A90C-01	-0.612153863	0.629724307	-1.241878169
TCGA-5S-A9Q8-01	-0.531344771	-0.557532721	0.02618795
TCGA-A5-A1OH-01	0.361444938	-0.532798556	0.894243494
TCGA-A5-A2K2-01	-0.32224241	0.728339641	-1.050582051
TCGA-A5-A2K3-01	0.192564464	-0.382855356	0.57541982
TCGA-A5-A2K4-01	-0.254142253	0.720591988	-0.974734241
TCGA-A5-A2K5-01	-0.291549383	-0.601219799	0.309670416
TCGA-A5-A2K7-01	-0.326942947	-0.615749167	0.28880622
TCGA-A5-A3LO-01	0.498607309	0.348802588	0.149804721
TCGA-A5-A3LP-01	-0.345312305	0.82981621	-1.175128514
TCGA-A5-A7WJ-01	-0.298156428	-0.487526541	0.189370113
TCGA-A5-A7WK-01	-0.273415812	0.651725819	-0.925141631
TCGA-A5-AB3J-01	-0.582961471	-0.593352549	0.010391079
TCGA-AJ-A23N-01	-0.603588189	0.374440971	-0.97802916
TCGA-AJ-A2QM-01	0.319356504	0.526598962	-0.207242458
TCGA-AJ-A2QO-01	0.536121343	-0.692505316	1.228626659
TCGA-AJ-A3BD-01	-0.444937616	0.393166263	-0.838103879
TCGA-AJ-A3BF-01	-0.432604947	0.381490785	-0.814095732
TCGA-AJ-A3BG-01	0.652008983	-0.412968284	1.064977267
TCGA-AJ-A3BH-01	-0.587040304	0.542529201	-1.129569505
TCGA-AJ-A3BI-01	-0.283212077	-0.567839572	0.284627496
TCGA-AJ-A3BK-01	-0.243155509	-0.811192484	0.568036975
TCGA-AJ-A3EJ-01	-0.595706574	-0.55446664	-0.041239935
TCGA-AJ-A3EK-01	-0.22853813	-0.712754883	0.484216754
TCGA-AJ-A3EL-01	0.347093771	-0.701813491	1.048907262
TCGA-AJ-A3EM-01	0.2257919	-0.505803181	0.73159508
TCGA-AJ-A3I9-01	0.674649354	-0.425835814	1.100485168
TCGA-AJ-A3IA-01	-0.463472854	0.503770543	-0.967243396
TCGA-AJ-A3NC-01	0.381505738	-0.435731353	0.817237091
TCGA-AJ-A3NC-11	-0.36406144	-0.671235947	0.307174507
TCGA-AJ-A3NE-01	-0.174829384	-0.390148512	0.215319128
TCGA-AJ-A3NE-11	-0.769127266	0.359804439	-1.128931705
TCGA-AJ-A3NF-01	-0.443428855	-0.362045697	-0.081383158
TCGA-AJ-A3NG-01	-0.361696953	-0.79174576	0.430048807
TCGA-AJ-A3NH-01	-0.467419951	-0.410101069	-0.057318883
TCGA-AJ-A3NH-11	0.454239077	-0.572558066	1.026797144
TCGA-AJ-A3OJ-01	0.309821883	-0.632357932	0.942179815
TCGA-AJ-A3OK-01	-0.540515055	-0.438348222	-0.102166833
TCGA-AJ-A3OL-01	-0.506593677	-0.852343772	0.345750095
TCGA-AJ-A3QS-01	0.229351204	-0.478004386	0.70735559
TCGA-AJ-A3TW-01	0.353586084	0.565697711	-0.212111627
TCGA-AJ-A5DV-01	0.448675297	-0.447905969	0.896581266
TCGA-AJ-A5DW-01	0.421781654	-0.778580614	1.200362268
TCGA-AJ-A6NU-01	0.525532142	0.869634438	-0.344102296
TCGA-AJ-A8CT-01	-0.425196548	0.390963941	-0.816160489
TCGA-AJ-A8CV-01	0.382661029	-0.559851558	0.942512586
TCGA-AJ-A8CW-01	0.355890048	-0.536047717	0.891937765
TCGA-AP-A3K1-01	0.293679251	0.54212618	-0.248446929
TCGA-AP-A5FX-01	-0.615631941	-0.431251105	-0.184380835
TCGA-AX-A05W-01	-0.46375951	-0.44959008	-0.01416943
TCGA-AX-A05Y-11	0.286114999	-0.305002755	0.591117754
TCGA-AX-A0IZ-11	0.361351781	-0.601274075	0.962625856
TCGA-AX-A0J0-11	-0.253179721	-0.526694609	0.273514888
TCGA-AX-A1C7-01	-0.311352973	-0.564578031	0.253225058
TCGA-AX-A2H4-01	-0.519891314	0.67990931	-1.199800624
TCGA-AX-A2HC-11	-0.283339824	-0.728390876	0.445051052
TCGA-AX-A2HD-11	-0.318703598	-0.761986406	0.443282808
TCGA-AX-A2HH-01	-0.311759147	-0.638345816	0.326586668
TCGA-AX-A2IN-01	-0.498557695	0.463549055	-0.96210675
TCGA-AX-A3FS-01	0.573203847	0.622872034	-0.049668187
TCGA-AX-A3FT-01	0.390532716	-0.405398102	0.795930819
TCGA-AX-A3FV-01	0.562335195	0.569790756	-0.007455561
TCGA-AX-A3FW-01	0.480049572	0.541045551	-0.060995979
TCGA-AX-A3FX-01	0.279477294	-0.567127949	0.846605243
TCGA-AX-A3FZ-01	0.324370674	0.399350559	-0.074979885
TCGA-AX-A3G1-01	-0.246981551	0.387933441	-0.634914993
TCGA-AX-A3G3-01	-0.65273571	0.43544208	-1.088177789
TCGA-AX-A3G4-01	0.239585618	0.359912726	-0.120327108
TCGA-AX-A3G6-01	-0.239376814	0.46219379	-0.701570604
TCGA-AX-A3G7-01	0.358336205	-0.445296678	0.803632883
TCGA-AX-A3G8-01	-0.323084461	-0.656489579	0.333405118
TCGA-AX-A3G9-01	0.636465008	-0.581563246	1.218028254
TCGA-AX-A3GB-01	-0.415685315	-0.4838562	0.068170885
TCGA-AX-A3GI-01	0.239034627	0.487202983	-0.248168356
TCGA-B5-A0JN-01	0.398331425	0.640871657	-0.242540233
TCGA-B5-A0JR-01	0.206498517	-0.710677888	0.917176406
TCGA-B5-A0K9-01	-0.336963348	0.504546798	-0.841510146
TCGA-B5-A11R-01	-0.548476769	-0.417327547	-0.131149223
TCGA-B5-A1MS-01	-0.29139007	-0.355104862	0.063714792
TCGA-B5-A1MW-01	0.205487842	-0.470378202	0.675866045
TCGA-B5-A3F9-01	-0.268696025	-0.743419731	0.474723706
TCGA-B5-A3FA-01	0.413137762	-0.645520789	1.058658551
TCGA-B5-A3FB-01	0.387224738	-0.447505667	0.834730405
TCGA-B5-A3FC-01	0.719484006	-0.629312602	1.348796608
TCGA-B5-A3FD-01	-0.265942	-0.414151399	0.1482094
TCGA-B5-A3FH-01	-0.278373247	-0.644296124	0.365922877
TCGA-B5-A3S1-01	0.576625556	0.641693329	-0.065067772
TCGA-B5-A5OC-01	0.425378687	0.312044578	0.113334109
TCGA-B5-A5OD-01	-0.338069015	0.578367797	-0.916436812
TCGA-B5-A5OE-01	0.283273106	0.688812688	-0.405539582
TCGA-BG-A0MK-01	-0.632759903	-0.441995053	-0.19076485
TCGA-BG-A2AD-11	-0.470631713	-0.55758048	0.086948766
TCGA-BG-A3EW-01	-0.498358003	-0.373996463	-0.12436154
TCGA-BG-A3EW-11	-0.464631333	-0.833534479	0.368903146
TCGA-BG-A3PP-01	0.312933494	0.525683199	-0.212749705
TCGA-BG-A3PP-11	-0.317423152	-0.383958466	0.066535314
TCGA-BK-A139-02	0.530203508	-0.400354731	0.930558239
TCGA-BK-A13B-01	0.553850489	-0.568534043	1.122384532
TCGA-BK-A4ZD-01	0.232601686	-0.340701733	0.573303419
TCGA-BK-A4ZD-11	-0.408525755	-0.664018121	0.255492366
TCGA-BK-A56F-01	-0.378895886	-0.56799951	0.189103624
TCGA-BK-A6W3-01	0.287254241	-0.431218917	0.718473159
TCGA-BK-A6W4-01	-0.495222616	-0.520245672	0.025023056
TCGA-BS-A0V4-01	-0.443707962	-0.813562402	0.36985444
TCGA-BS-A0V7-01	-0.630357926	-0.854182288	0.223824362
TCGA-D1-A2G0-01	0.803395606	-0.594412139	1.397807745
TCGA-D1-A3DA-01	-0.233732943	0.449184312	-0.682917255
TCGA-D1-A3DG-01	-0.250505298	-0.471792027	0.221286729
TCGA-D1-A3DH-01	-0.386397607	0.58339513	-0.969792737
TCGA-D1-A3JP-01	-0.264300824	0.772540045	-1.036840869
TCGA-D1-A3JQ-01	0.475366091	0.592418534	-0.117052443
TCGA-DF-A2KN-01	-0.262940839	-0.845603212	0.582662373
TCGA-DF-A2KR-01	0.636196882	-0.424613349	1.060810231
TCGA-DF-A2KU-01	0.362170699	-0.793872685	1.156043384
TCGA-DF-A2KV-01	-0.220432413	-0.5874653	0.367032888
TCGA-DF-A2KY-01	0.233686344	-0.424632643	0.658318987
TCGA-DF-A2KZ-01	-0.348967282	-0.495375505	0.146408222
TCGA-DF-A2L0-01	0.250562819	-0.598161898	0.848724716
TCGA-DI-A1BU-01	-0.306267112	-0.898331854	0.592064743
TCGA-DI-A1C3-01	-0.493557727	-0.843548197	0.34999047
TCGA-DI-A2QT-01	-0.374324187	0.602880595	-0.977204781
TCGA-DI-A2QY-01	-0.49536714	-0.519954882	0.024587742
TCGA-DI-A2QY-11	0.416869368	-0.399004523	0.81587389
TCGA-E6-A2P8-01	-0.23544867	-0.410936256	0.175487586
TCGA-E6-A2P9-01	-0.34761393	-0.423206821	0.075592891
TCGA-E6-A8L9-01	-0.505517302	-0.419346693	-0.086170609
TCGA-EO-A1Y7-01	-0.455573111	-0.379575183	-0.075997929
TCGA-EO-A22U-01	0.62245997	-0.587651689	1.210111659
TCGA-EO-A22X-01	0.413177351	-0.680117568	1.093294919
TCGA-EO-A22Y-01	-0.436810766	-0.622986957	0.186176192
TCGA-EO-A3AS-01	-0.604647986	0.331252022	-0.935900008
TCGA-EO-A3AU-01	-0.434426273	-0.561998653	0.127572379
TCGA-EO-A3AV-01	-0.234152018	0.480293523	-0.714445541
TCGA-EO-A3AY-01	-0.450033036	-0.54002867	0.089995634
TCGA-EO-A3AZ-01	-0.263122435	-0.536210361	0.273087926
TCGA-EO-A3B0-01	0.480548702	-0.651399179	1.131947882
TCGA-EO-A3B1-01	-0.352124918	0.466214602	-0.81833952
TCGA-EO-A3KU-01	-0.387996181	0.686608291	-1.074604472
TCGA-EO-A3KW-01	0.419381192	0.504139869	-0.084758677
TCGA-EO-A3KX-01	0.54165781	-0.65195372	1.193611529
TCGA-EO-A3L0-01	-0.450123883	-0.785074265	0.334950382
TCGA-EY-A1GL-01	-0.305387594	-0.367314333	0.06192674
TCGA-EY-A1GO-01	-0.284332716	-0.667382549	0.383049832
TCGA-EY-A1GP-01	-0.666747585	-0.862448599	0.195701014
TCGA-EY-A1GX-01	0.38609893	-0.681828579	1.067927509
TCGA-EY-A210-01	-0.243326249	-0.478889867	0.235563618
TCGA-EY-A2ON-01	0.396795334	0.620254037	-0.223458703
TCGA-EY-A2OO-01	-0.624864681	-0.567603688	-0.057260993
TCGA-EY-A2OP-01	0.385082857	-0.660414407	1.045497265
TCGA-EY-A2OQ-01	-0.636089805	0.404872398	-1.040962203
TCGA-EY-A3L3-01	-0.572898209	-0.335381905	-0.237516304
TCGA-EY-A3QX-01	-0.702894484	-0.450402931	-0.252491553
TCGA-EY-A4KR-01	-0.575442549	0.585195127	-1.160637676
TCGA-EY-A547-01	0.419553709	-0.513411383	0.932965092
TCGA-EY-A548-01	0.678850484	-0.839079052	1.517929537
TCGA-EY-A549-01	0.527973006	-0.584654951	1.112627957
TCGA-EY-A54A-01	-0.277904331	-0.334081587	0.056177256
TCGA-EY-A5W2-01	0.335352986	-0.710917458	1.046270444
TCGA-EY-A72D-01	0.544238437	-0.540129776	1.084368213
TCGA-FI-A2EY-01	-0.319409567	-0.631273078	0.311863511
TCGA-FI-A3PV-01	0.383700707	-0.426388565	0.810089273
TCGA-FI-A3PX-01	0.604980841	0.515418813	0.089562028
TCGA-FL-A1YF-11	-0.554883991	-0.602841222	0.047957232
TCGA-FL-A1YG-11	0.285259077	-0.720957525	1.006216601
TCGA-FL-A1YH-11	-0.469161374	-0.660366374	0.191205
TCGA-FL-A1YI-11	-0.509415222	-0.590444906	0.081029684
TCGA-FL-A1YL-11	-0.341981396	-0.402975935	0.060994539
TCGA-FL-A1YN-11	-0.519536311	-0.568342191	0.04880588
TCGA-FL-A1YQ-11	-0.417733825	-0.776376217	0.358642392
TCGA-FL-A1YT-11	0.359050173	-0.581852323	0.940902496
TCGA-FL-A1YU-11	-0.593498301	-0.700592189	0.107093888
TCGA-FL-A1YV-11	0.390770407	-0.801554376	1.192324783
TCGA-FL-A3WE-11	-0.347856714	-0.761557774	0.41370106
TCGA-H5-A2HR-01	0.607400394	-0.379683044	0.987083438
TCGA-JU-AAVI-01	0.394839797	0.913238163	-0.518398366
TCGA-K6-A3WQ-01	0.396598562	0.398693924	-0.002095362
TCGA-KJ-A3U4-01	0.461703975	-0.444706218	0.906410193
TCGA-KP-A3VZ-01	0.410824536	0.405572274	0.005252262
TCGA-KP-A3W0-01	-0.438697034	-0.595554467	0.156857433
TCGA-KP-A3W1-01	-0.252249975	0.907805998	-1.160055973
TCGA-KP-A3W3-01	0.326945087	0.423464345	-0.096519258
TCGA-KP-A3W4-01	-0.297755693	0.430954492	-0.728710186
TCGA-PG-A5BC-01	-0.392559421	-0.389948008	-0.002611413
TCGA-PG-A6IB-01	0.461679853	-0.69371314	1.155392993
TCGA-PG-A7D5-01	-0.362049799	-0.411912898	0.049863099
TCGA-PG-A914-01	0.373549179	-0.554117562	0.927666741
TCGA-PG-A915-01	-0.330184085	-0.455979069	0.125794985
TCGA-PG-A916-01	-0.317238614	-0.58650014	0.269261526
TCGA-PG-A917-01	0.312054321	-0.702039067	1.014093388
TCGA-QF-A5YS-01	-0.371251983	-0.430040702	0.058788719
TCGA-QF-A5YT-01	0.211428921	-0.611630472	0.823059393
TCGA-QS-A5YQ-01	-0.438486212	-0.651610951	0.213124738
TCGA-QS-A5YR-01	-0.404076606	-0.508761363	0.104684757
TCGA-QS-A744-01	-0.564751612	-0.456176533	-0.108575079
TCGA-QS-A8F1-01	-0.348165862	-0.594955625	0.246789763
TCGA-SJ-A6ZI-01	0.366598038	-0.54806337	0.914661408
TCGA-SJ-A6ZJ-01	-0.422933556	-0.765690316	0.342756761
TCGA-SL-A6J9-01	0.314253451	0.375826605	-0.061573154
TCGA-SL-A6JA-01	0.205855332	-0.49713184	0.702987172
TCGA-3N-A9WB-06	0.508922491	-0.583220271	1.092142762
TCGA-3N-A9WC-06	-0.314233633	0.667232792	-0.981466425
TCGA-3N-A9WD-06	0.309574873	0.694128863	-0.38455399
TCGA-BF-A1PU-01	-0.432586106	-0.409318636	-0.02326747
TCGA-BF-A1PV-01	0.207208034	0.630329557	-0.423121524
TCGA-BF-A1PX-01	-0.509345194	-0.464259894	-0.0450853
TCGA-BF-A1PZ-01	0.549434972	-0.760044509	1.309479482
TCGA-BF-A1Q0-01	-0.51124963	0.621354882	-1.132604512
TCGA-BF-A3DJ-01	0.204546417	-0.435538802	0.640085219
TCGA-BF-A3DL-01	-0.269949899	0.591681399	-0.861631298
TCGA-BF-A3DM-01	0.301297601	0.432691312	-0.131393711
TCGA-BF-A3DN-01	-0.252562194	0.668923255	-0.921485449
TCGA-BF-A5EO-01	-0.71976469	-0.513761472	-0.206003217
TCGA-BF-A5EP-01	-0.551814912	-0.454010828	-0.097804085
TCGA-BF-A5EQ-01	-0.288102501	0.378115241	-0.666217741
TCGA-BF-A5ER-01	-0.443507698	0.569967704	-1.013475402
TCGA-BF-A5ES-01	-0.372554797	-0.715449146	0.342894348
TCGA-BF-A9VF-01	-0.253064981	0.514071995	-0.767136976
TCGA-BF-AAOU-01	-0.314038405	-0.73248259	0.418444185
TCGA-BF-AAOX-01	-0.32759274	-0.427163064	0.099570324
TCGA-BF-AAP0-06	-0.420179954	-0.398097204	-0.02208275
TCGA-BF-AAP1-01	-0.265007577	-0.320026215	0.055018638
TCGA-BF-AAP2-01	-0.384031263	0.623540648	-1.007571911
TCGA-BF-AAP4-01	0.27418102	0.482452689	-0.20827167
TCGA-BF-AAP6-01	0.441791262	0.332802645	0.108988616
TCGA-BF-AAP7-01	-0.693697552	-0.417731113	-0.275966439
TCGA-BF-AAP8-01	0.40541048	-0.682288758	1.087699239
TCGA-D3-A1Q1-06	0.620531997	0.457812141	0.162719856
TCGA-D3-A1Q3-06	0.343296462	0.482128055	-0.138831593
TCGA-D3-A1Q4-06	-0.527613622	-0.572677694	0.045064072
TCGA-D3-A1Q5-06	-0.721192928	-0.810167917	0.088974989
TCGA-D3-A1Q6-06	0.356760137	-0.535978383	0.892738519
TCGA-D3-A1Q7-06	-0.509363485	0.636913295	-1.14627678
TCGA-D3-A1Q8-06	-0.427779721	-0.555800802	0.128021081
TCGA-D3-A1Q9-06	-0.359424551	0.31637673	-0.675801281
TCGA-D3-A1QA-06	0.382467379	0.728920458	-0.346453079
TCGA-D3-A1QA-07	0.349231905	0.542198462	-0.192966558
TCGA-D3-A1QB-06	-0.30497122	0.28821315	-0.59318437
TCGA-D3-A2J6-06	-0.334627542	-0.286622055	-0.048005487
TCGA-D3-A2J7-06	-0.509069734	0.621945992	-1.131015726
TCGA-D3-A2J8-06	-0.704728644	-0.489080496	-0.215648148
TCGA-D3-A2J9-06	-0.44758866	0.296007227	-0.743595887
TCGA-D3-A2JA-06	-0.532259918	0.731624465	-1.263884382
TCGA-D3-A2JB-06	-0.649428607	-0.73264188	0.083213273
TCGA-D3-A2JC-06	-0.699023482	-0.373882592	-0.32514089
TCGA-D3-A2JD-06	-0.485032366	-0.331149348	-0.153883018
TCGA-D3-A2JE-06	0.639962573	0.517446508	0.122516065
TCGA-D3-A2JF-06	-0.464746482	0.38876145	-0.853507933
TCGA-D3-A2JG-06	0.599322361	-0.391647786	0.990970147
TCGA-D3-A2JH-06	0.290500398	0.431123019	-0.140622621
TCGA-D3-A2JK-06	-0.680880494	-0.55929844	-0.121582054
